season,projection,precip
DJF,0,12.714685
DJF,1,3.3141336
DJF,2,-8.141102
DJF,3,-13.148524
DJF,4,20.89827
DJF,5,15.174155
DJF,6,4.983349
DJF,7,-5.1758213
DJF,8,15.870091
DJF,9,7.473359
DJF,10,-11.559767
DJF,11,26.11866
DJF,12,4.151921
DJF,13,18.959673
DJF,14,7.135403
DJF,15,2.3132453
DJF,16,8.508844
DJF,17,4.000435
DJF,18,25.90023
DJF,19,17.45505
DJF,20,17.22725
DJF,21,-3.092126
DJF,22,-11.894714
DJF,23,-6.1579795
DJF,24,10.001421
DJF,25,-2.2263196
DJF,26,28.717617
DJF,27,14.676614
DJF,28,13.954611
DJF,29,11.960638
DJF,30,-3.9810007
DJF,31,6.1786246
JJA,0,10.253796
JJA,1,4.279437
JJA,2,-6.0115414
JJA,3,-6.4013643
JJA,4,46.32881
JJA,5,0.09971754
JJA,6,-10.2504225
JJA,7,3.9897137
JJA,8,3.8686972
JJA,9,0.33351043
JJA,10,12.5491705
JJA,11,2.9174337
JJA,12,-1.8993102
JJA,13,-9.530477
JJA,14,31.732368
JJA,15,43.09712
JJA,16,-16.85929
JJA,17,-18.432274
JJA,18,-11.60316
JJA,19,-13.31713
JJA,20,2.097729
JJA,21,-11.742467
JJA,22,-22.798132
JJA,23,12.17988
JJA,24,12.420026
JJA,25,24.105686
JJA,26,9.728288
JJA,27,-5.807545
JJA,28,14.022984
JJA,29,27.619839
JJA,30,-11.107802
JJA,31,-26.573742
MAM,0,-12.273082
MAM,1,-8.155379
MAM,2,-7.985132
MAM,3,-4.8755474
MAM,4,3.6923058
MAM,5,-0.5513071
MAM,6,-0.9062915
MAM,7,0.71559614
MAM,8,-9.944575
MAM,9,16.257675
MAM,10,-5.400287
MAM,11,25.460466
MAM,12,9.439566
MAM,13,7.1544027
MAM,14,7.185329
MAM,15,7.830862
MAM,16,9.421907
MAM,17,-14.505466
MAM,18,-0.44409475
MAM,19,-22.005083
MAM,20,-4.648964
MAM,21,-17.216946
MAM,22,-9.859652
MAM,23,32.18744
MAM,24,20.439215
MAM,25,14.73803
MAM,26,-2.1940272
MAM,27,5.1346445
MAM,28,-3.8168979
MAM,29,-1.5185113
MAM,30,-18.85859
MAM,31,26.23632
SON,0,-6.292812
SON,1,-5.837991
SON,2,-9.564123
SON,3,-17.371984
SON,4,3.3039174
SON,5,0.9454376
SON,6,-22.523771
SON,7,-2.0124633
SON,8,-19.216923
SON,9,8.311968
SON,10,22.35167
SON,11,28.245121
SON,12,0.35404485
SON,13,-8.288439
SON,14,27.971373
SON,15,10.834363
SON,16,-1.6901381
SON,17,-17.67969
SON,18,-2.286341
SON,19,0.089811474
SON,20,12.6202135
SON,21,-10.809794
SON,22,-21.011478
SON,23,-4.1774297
SON,24,12.510261
SON,25,-7.025729
SON,26,11.306801
SON,27,25.084518
SON,28,13.496017
SON,29,0.22935362
SON,30,-9.489975
SON,31,20.56616
