season,projection,precip
DJF,0,0.17328556
DJF,1,-5.330499
DJF,2,1.4843534
DJF,3,9.664305
DJF,4,-6.536442
DJF,5,4.5161033
DJF,6,11.951834
DJF,7,10.097998
DJF,8,-3.726187
DJF,9,4.797261
DJF,10,-14.62882
DJF,11,10.724883
DJF,12,14.6996
DJF,13,4.905545
DJF,14,-3.2749853
DJF,15,8.450231
DJF,16,6.6106057
DJF,17,0.8846173
DJF,18,12.599513
DJF,19,8.871687
DJF,20,3.6899111
DJF,21,2.0377002
DJF,22,-6.6452155
DJF,23,7.293757
DJF,24,5.094936
DJF,25,11.513305
DJF,26,14.939688
DJF,27,8.436593
DJF,28,0.45060408
DJF,29,1.7913299
DJF,30,-1.6315566
DJF,31,5.882908
JJA,0,-16.229925
JJA,1,1.02759
JJA,2,-8.833635
JJA,3,-17.494032
JJA,4,19.059328
JJA,5,-8.7506485
JJA,6,-4.1140056
JJA,7,15.445632
JJA,8,-2.944975
JJA,9,11.026931
JJA,10,-0.33549538
JJA,11,-6.7003026
JJA,12,7.0092244
JJA,13,3.8518105
JJA,14,-6.754614
JJA,15,21.883541
JJA,16,-6.7720356
JJA,17,-11.282414
JJA,18,-12.416627
JJA,19,-15.559075
JJA,20,5.2032785
JJA,21,-14.7550955
JJA,22,-26.884785
JJA,23,1.683959
JJA,24,18.718777
JJA,25,17.143585
JJA,26,-4.1257763
JJA,27,-14.109778
JJA,28,-10.238339
JJA,29,4.752696
JJA,30,-24.371042
JJA,31,-0.3383321
MAM,0,-3.7410843
MAM,1,5.883346
MAM,2,9.700215
MAM,3,-4.9930596
MAM,4,-7.223614
MAM,5,15.895481
MAM,6,13.31975
MAM,7,-11.49316
MAM,8,-9.138108
MAM,9,16.580412
MAM,10,3.106683
MAM,11,8.312276
MAM,12,-3.1547003
MAM,13,-0.8613444
MAM,14,-5.4111567
MAM,15,-11.255525
MAM,16,4.449125
MAM,17,-18.371487
MAM,18,-2.094654
MAM,19,-17.080597
MAM,20,2.9276414
MAM,21,-8.640332
MAM,22,-7.623193
MAM,23,3.1387918
MAM,24,5.085913
MAM,25,5.3700294
MAM,26,-3.0362244
MAM,27,-1.3779076
MAM,28,-7.603554
MAM,29,6.8192244
MAM,30,-13.052036
MAM,31,13.378231
SON,0,-22.355503
SON,1,17.106277
SON,2,-21.270325
SON,3,-14.002192
SON,4,-14.589092
SON,5,-3.5289154
SON,6,-2.9983244
SON,7,10.854381
SON,8,-3.862745
SON,9,6.395716
SON,10,9.309185
SON,11,7.3709035
SON,12,14.445051
SON,13,-4.864893
SON,14,-0.06155291
SON,15,4.380506
SON,16,9.655075
SON,17,3.0469003
SON,18,-8.597442
SON,19,-1.9997809
SON,20,-6.713049
SON,21,0.7037159
SON,22,4.800527
SON,23,2.8139834
SON,24,16.544382
SON,25,6.6136403
SON,26,13.822513
SON,27,-4.8295207
SON,28,-20.177528
SON,29,10.256575
SON,30,-4.422523
SON,31,23.84649
