season,projection,precip
DJF,0,5.066352
DJF,1,4.5657263
DJF,2,-4.047313
DJF,3,-3.3601696
DJF,4,8.750822
DJF,5,11.201025
DJF,6,-5.6304665
DJF,7,8.40976
DJF,8,1.3120158
DJF,9,15.696023
DJF,10,-11.187028
DJF,11,15.468484
DJF,12,8.473806
DJF,13,11.783477
DJF,14,7.6544814
DJF,15,7.7566137
DJF,16,-7.3185363
DJF,17,3.6188385
DJF,18,5.138798
DJF,19,4.7104077
DJF,20,8.360796
DJF,21,11.090046
DJF,22,-2.9478018
DJF,23,12.253725
DJF,24,29.595163
DJF,25,4.4702406
DJF,26,19.482199
DJF,27,0.89553064
DJF,28,3.4423616
DJF,29,4.1454434
DJF,30,-3.4514058
DJF,31,0.13759907
JJA,0,-20.763313
JJA,1,-6.214649
JJA,2,-12.56649
JJA,3,-14.139687
JJA,4,23.54175
JJA,5,-3.965873
JJA,6,-2.8798738
JJA,7,6.183581
JJA,8,-7.8627043
JJA,9,5.6724057
JJA,10,-11.634336
JJA,11,-4.454617
JJA,12,3.296947
JJA,13,16.683123
JJA,14,1.1632835
JJA,15,18.207327
JJA,16,0.76665837
JJA,17,-17.921978
JJA,18,-6.797997
JJA,19,-9.5113325
JJA,20,-4.0323772
JJA,21,-5.4822693
JJA,22,7.360007
JJA,23,-8.710718
JJA,24,0.6522999
JJA,25,23.865025
JJA,26,2.1307938
JJA,27,-1.6790422
JJA,28,5.676949
JJA,29,18.35955
JJA,30,-15.238764
JJA,31,2.1204886
MAM,0,-5.352605
MAM,1,-8.025256
MAM,2,-0.66240406
MAM,3,0.4008548
MAM,4,-0.8716534
MAM,5,12.793581
MAM,6,11.894159
MAM,7,6.4370317
MAM,8,-6.6342883
MAM,9,7.6105967
MAM,10,8.196161
MAM,11,7.30884
MAM,12,-1.3141075
MAM,13,24.696993
MAM,14,5.903061
MAM,15,-9.514562
MAM,16,3.529642
MAM,17,-6.8308487
MAM,18,-1.8607987
MAM,19,-3.3541436
MAM,20,-2.4970706
MAM,21,1.8960634
MAM,22,-9.108825
MAM,23,28.868755
MAM,24,40.87416
MAM,25,19.376558
MAM,26,6.437102
MAM,27,10.003864
MAM,28,1.3901489
MAM,29,8.995928
MAM,30,-14.343717
MAM,31,29.370985
SON,0,-17.969154
SON,1,-5.333583
SON,2,-13.653429
SON,3,-14.592925
SON,4,10.858352
SON,5,3.0458488
SON,6,-0.1507476
SON,7,-2.3950803
SON,8,-14.860186
SON,9,8.508665
SON,10,8.122236
SON,11,2.4145112
SON,12,-0.8624337
SON,13,-0.77827275
SON,14,2.2986643
SON,15,1.6174012
SON,16,-3.6222248
SON,17,-19.154083
SON,18,-5.73998
SON,19,-4.658295
SON,20,-5.4115534
SON,21,5.0776896
SON,22,-0.38334543
SON,23,-11.672209
SON,24,3.5905213
SON,25,4.3385563
SON,26,21.948326
SON,27,8.343947
SON,28,-0.18581674
SON,29,5.7475476
SON,30,-9.892896
SON,31,40.727253
