season,projection,Tair
DJF,0,3.0694923
DJF,1,3.302662
DJF,2,3.886036
DJF,3,2.6614397
DJF,4,4.16134
DJF,5,3.2018545
DJF,6,3.3627768
DJF,7,3.5503023
DJF,8,3.720786
DJF,9,3.8459246
DJF,10,3.9030027
DJF,11,3.0347652
DJF,12,4.2317224
DJF,13,5.4255705
DJF,14,2.3901563
DJF,15,1.952219
DJF,16,1.233514
DJF,17,6.5610976
DJF,18,5.657986
DJF,19,4.937649
DJF,20,1.9184549
DJF,21,2.3773916
DJF,22,4.1099424
DJF,23,5.281601
DJF,24,6.254513
DJF,25,4.903307
DJF,26,2.931674
DJF,27,3.3984969
DJF,28,1.5620344
DJF,29,4.215357
DJF,30,2.2668931
DJF,31,4.0092072
JJA,0,6.629849
JJA,1,4.9138856
JJA,2,4.451509
JJA,3,4.5256805
JJA,4,5.021696
JJA,5,4.3226924
JJA,6,4.239902
JJA,7,4.635767
JJA,8,5.2235956
JJA,9,3.84442
JJA,10,6.3499875
JJA,11,3.780387
JJA,12,5.3955073
JJA,13,6.5835743
JJA,14,3.397685
JJA,15,2.3534396
JJA,16,3.116356
JJA,17,6.9773874
JJA,18,4.6928153
JJA,19,5.931961
JJA,20,2.1774523
JJA,21,5.70291
JJA,22,5.3536034
JJA,23,4.5395746
JJA,24,4.5325813
JJA,25,3.7611523
JJA,26,3.7144654
JJA,27,4.178497
JJA,28,2.901786
JJA,29,3.9198909
JJA,30,5.02075
JJA,31,7.0586796
MAM,0,3.6377852
MAM,1,4.041518
MAM,2,2.687163
MAM,3,3.2957847
MAM,4,6.637351
MAM,5,2.6298337
MAM,6,3.370308
MAM,7,5.1942954
MAM,8,3.8240042
MAM,9,2.2168088
MAM,10,3.8257062
MAM,11,3.273713
MAM,12,5.6356716
MAM,13,6.2201195
MAM,14,3.1301754
MAM,15,3.2189338
MAM,16,3.1852763
MAM,17,5.411679
MAM,18,3.252185
MAM,19,3.194213
MAM,20,1.1376266
MAM,21,3.6687021
MAM,22,4.09175
MAM,23,6.4729433
MAM,24,6.258351
MAM,25,8.378889
MAM,26,2.2681222
MAM,27,3.1416056
MAM,28,2.698364
MAM,29,4.543383
MAM,30,3.6147916
MAM,31,6.034335
SON,0,5.263186
SON,1,4.062252
SON,2,4.633057
SON,3,3.3310614
SON,4,3.9531493
SON,5,3.8352091
SON,6,3.6975753
SON,7,4.415904
SON,8,4.928331
SON,9,2.8777144
SON,10,4.1924276
SON,11,2.2444913
SON,12,4.849269
SON,13,5.329388
SON,14,2.8569267
SON,15,2.1140819
SON,16,3.1834545
SON,17,5.9379754
SON,18,4.7817187
SON,19,5.001125
SON,20,1.5167509
SON,21,3.8487296
SON,22,4.328005
SON,23,3.5709753
SON,24,3.8554037
SON,25,4.070384
SON,26,3.3805175
SON,27,4.182933
SON,28,1.9864062
SON,29,4.116003
SON,30,4.6716785
SON,31,6.115673
