month,projection,precip
1,0,-5.2103653
1,1,6.315467
1,2,-13.743085
1,3,-16.113794
1,4,30.090315
1,5,-7.949633
1,6,-0.39831638
1,7,-5.243183
1,8,-0.21907195
1,9,44.530094
1,10,-1.1901411
1,11,3.1591973
1,12,29.741842
1,13,23.638994
1,14,-4.396848
1,15,20.030615
1,16,0.08582191
1,17,14.711007
1,18,21.489388
1,19,1.8336707
1,20,41.698833
1,21,8.658402
1,22,-0.9484131
1,23,0.2284501
1,24,1.7191393
1,25,-4.013487
1,26,19.302202
1,27,9.881927
1,28,24.924078
1,29,9.803989
1,30,-9.169106
1,31,13.493421
2,0,-1.5509225
2,1,-14.76475
2,2,-2.631077
2,3,0.4389358
2,4,3.826234
2,5,18.402943
2,6,-5.0465302
2,7,-3.5623298
2,8,-10.61206
2,9,12.6268835
2,10,-11.147394
2,11,46.906116
2,12,2.3482783
2,13,0.65498126
2,14,-6.6379642
2,15,4.088879
2,16,2.2902024
2,17,3.007367
2,18,5.544257
2,19,19.615635
2,20,18.675283
2,21,-6.775607
2,22,-1.1366975
2,23,-10.179086
2,24,37.196564
2,25,-5.917625
2,26,19.384094
2,27,7.964456
2,28,7.194195
2,29,-0.030557575
2,30,-17.039043
2,31,0.5072388
3,0,0.90281665
3,1,6.0917487
3,2,-4.4142303
3,3,-7.7367773
3,4,0.70084083
3,5,-10.85291
3,6,17.400602
3,7,4.832254
3,8,-9.746482
3,9,9.990693
3,10,3.4918864
3,11,3.821351
3,12,11.320415
3,13,9.637631
3,14,9.937462
3,15,-12.970967
3,16,-21.453138
3,17,-2.2784078
3,18,-0.8789871
3,19,-6.0268574
3,20,11.752184
3,21,-5.266491
3,22,-1.4201818
3,23,37.65083
3,24,37.300438
3,25,14.460966
3,26,13.800889
3,27,19.88572
3,28,-10.972868
3,29,5.277485
3,30,-17.064058
3,31,18.589725
4,0,-8.81735
4,1,-17.687214
4,2,3.864783
4,3,1.7762085
4,4,13.96789
4,5,23.044672
4,6,0.44333833
4,7,-19.34213
4,8,-5.627447
4,9,-2.0103996
4,10,0.7528254
4,11,12.615937
4,12,3.93519
4,13,21.610346
4,14,-4.5732512
4,15,10.364503
4,16,12.964953
4,17,-15.277346
4,18,-10.531502
4,19,-27.935564
4,20,-3.6974936
4,21,-5.6263824
4,22,-7.022082
4,23,32.81898
4,24,55.002903
4,25,35.967415
4,26,1.8653697
4,27,0.37133878
4,28,-4.8915544
4,29,-10.214764
4,30,-7.884989
4,31,34.01274
5,0,-16.30709
5,1,-5.6801314
5,2,26.425177
5,3,-23.252205
5,4,-35.987045
5,5,22.542664
5,6,10.637738
5,7,13.126538
5,8,-19.895084
5,9,4.780295
5,10,-3.205843
5,11,8.531011
5,12,-9.844432
5,13,14.114001
5,14,-4.118372
5,15,-32.011368
5,16,33.317413
5,17,-23.249666
5,18,-9.154535
5,19,-21.196356
5,20,-25.423962
5,21,-7.9143395
5,22,-26.387735
5,23,-25.844559
5,24,-20.509758
5,25,-3.083108
5,26,-12.860759
5,27,1.7636433
5,28,-10.384409
5,29,8.094874
5,30,-30.905458
5,31,36.858288
6,0,-19.635178
6,1,-6.5301948
6,2,-26.246906
6,3,-16.56532
6,4,33.02373
6,5,-2.9917872
6,6,3.159444
6,7,1.6405146
6,8,-26.715374
6,9,3.3615339
6,10,-34.467247
6,11,1.052752
6,12,3.9447627
6,13,-25.414282
6,14,-28.41578
6,15,-22.838877
6,16,-3.2463453
6,17,6.7641897
6,18,-8.98952
6,19,-19.869116
6,20,15.241976
6,21,-36.03403
6,22,-39.011612
6,23,9.913238
6,24,-17.093185
6,25,6.9109755
6,26,-6.232904
6,27,-17.380447
6,28,1.9688792
6,29,5.872942
6,30,-33.100624
6,31,22.027905
7,0,0.37703666
7,1,-5.8666563
7,2,-3.078044
7,3,6.755053
7,4,31.950548
7,5,4.7842464
7,6,14.393471
7,7,27.557411
7,8,-5.898797
7,9,10.062323
7,10,3.4339406
7,11,-21.827732
7,12,2.6099079
7,13,17.46867
7,14,-9.886597
7,15,45.140274
7,16,5.105799
7,17,-10.180645
7,18,-15.744392
7,19,-10.707291
7,20,-5.515392
7,21,2.357847
7,22,7.1719446
7,23,-6.5528073
7,24,3.7117152
7,25,34.792454
7,26,-14.524438
7,27,-8.072664
7,28,0.9712875
7,29,40.75148
7,30,-30.628521
7,31,-18.8697
8,0,-14.524598
8,1,14.393054
8,2,-1.8689431
8,3,-19.685387
8,4,19.79168
8,5,8.693447
8,6,-4.332118
8,7,31.934717
8,8,-7.7588654
8,9,13.552377
8,10,28.247686
8,11,1.8395221
8,12,20.346212
8,13,7.919824
8,14,12.274357
8,15,25.031734
8,16,-3.2367766
8,17,-12.967716
8,18,-9.031406
8,19,-21.43131
8,20,-4.8861575
8,21,1.0052706
8,22,-6.908777
8,23,-1.1293889
8,24,15.001165
8,25,50.567757
8,26,12.067229
8,27,-15.466534
8,28,16.235178
8,29,6.4039855
8,30,-13.578303
8,31,-3.6577935
9,0,-5.6365113
9,1,16.172562
9,2,-25.07495
9,3,-12.186225
9,4,20.347694
9,5,-2.6133502
9,6,19.591097
9,7,3.8388088
9,8,-16.357185
9,9,16.759209
9,10,48.613747
9,11,-8.558091
9,12,-9.33504
9,13,-20.078457
9,14,29.982841
9,15,-8.59617
9,16,-13.844791
9,17,-10.123869
9,18,8.430472
9,19,-9.779305
9,20,-37.144917
9,21,-9.803545
9,22,-18.582907
9,23,-11.781023
9,24,14.247198
9,25,13.468277
9,26,11.093304
9,27,33.91478
9,28,-6.9107227
9,29,-7.2141147
9,30,-2.2779276
9,31,8.865478
10,0,-35.405792
10,1,4.5706835
10,2,-24.127934
10,3,-10.372403
10,4,-9.463189
10,5,4.5938025
10,6,-18.400003
10,7,0.33149576
10,8,7.4431686
10,9,8.081139
10,10,17.59082
10,11,-1.7242051
10,12,17.021755
10,13,-19.776463
10,14,-9.358875
10,15,20.077852
10,16,11.426733
10,17,-16.793026
10,18,-26.607117
10,19,-21.626272
10,20,-20.175253
10,21,-3.1295285
10,22,8.054587
10,23,24.702095
10,24,-3.906981
10,25,-10.652268
10,26,-0.67030287
10,27,-17.698048
10,28,-26.148277
10,29,25.078423
10,30,-5.8664393
10,31,53.502865
11,0,-7.0215387
11,1,-14.082466
11,2,-11.141531
11,3,-12.337319
11,4,7.185202
11,5,-4.8791986
11,6,-1.6893318
11,7,-6.73411
11,8,-25.898119
11,9,-9.325392
11,10,-18.32438
11,11,25.82351
11,12,-11.729038
11,13,15.782981
11,14,-3.5174708
11,15,3.975174
11,16,-15.612642
11,17,-8.469182
11,18,-15.050104
11,19,-6.7744412
11,20,50.79236
11,21,14.84358
11,22,3.028845
11,23,-11.981829
11,24,19.615807
11,25,-5.316935
11,26,30.797794
11,27,11.225632
11,28,26.227829
11,29,-6.567746
11,30,-1.5942348
11,31,35.97515
12,0,15.526338
12,1,-5.1032996
12,2,3.4892347
12,3,15.628465
12,4,6.0259037
12,5,32.224133
12,6,-3.606158
12,7,8.476462
12,8,-6.5631404
12,9,7.6107473
12,10,-14.92254
12,11,17.790565
12,12,-5.902067
12,13,11.899727
12,14,18.878368
12,15,19.04838
12,16,-21.47997
12,17,-4.4591026
12,18,-3.9637733
12,19,-1.0922729
12,20,5.8753114
12,21,9.514476
12,22,-6.320131
12,23,6.995291
12,24,14.402127
12,25,-6.0400224
12,26,-3.3940237
12,27,13.886855
12,28,-6.744438
12,29,-5.227599
12,30,11.04316
12,31,4.142216
