season,projection,precip
DJF,0,4.1060843
DJF,1,6.025319
DJF,2,-7.670915
DJF,3,-9.229634
DJF,4,34.16463
DJF,5,18.836653
DJF,6,1.9189837
DJF,7,2.0714524
DJF,8,3.1365323
DJF,9,10.552996
DJF,10,-11.964231
DJF,11,21.678234
DJF,12,3.7051878
DJF,13,22.938602
DJF,14,8.683736
DJF,15,1.7159764
DJF,16,8.615985
DJF,17,8.251576
DJF,18,18.21761
DJF,19,6.251701
DJF,20,23.747175
DJF,21,-0.51021737
DJF,22,-7.769909
DJF,23,6.236491
DJF,24,25.20552
DJF,25,-3.6719744
DJF,26,25.476187
DJF,27,12.914313
DJF,28,9.881885
DJF,29,7.8033156
DJF,30,0.31041336
DJF,31,3.3178954
JJA,0,0.55815697
JJA,1,2.5940654
JJA,2,-5.298968
JJA,3,-6.395302
JJA,4,29.136965
JJA,5,10.052018
JJA,6,3.252323
JJA,7,17.777866
JJA,8,-1.9961729
JJA,9,11.1074915
JJA,10,0.51939416
JJA,11,-1.2129481
JJA,12,2.3177454
JJA,13,4.023547
JJA,14,26.984035
JJA,15,28.282705
JJA,16,-3.7546911
JJA,17,-13.546425
JJA,18,-17.587898
JJA,19,-9.43084
JJA,20,-8.263777
JJA,21,-4.008921
JJA,22,-15.423595
JJA,23,1.4494947
JJA,24,9.866187
JJA,25,19.594597
JJA,26,4.8843813
JJA,27,-8.785642
JJA,28,2.2556386
JJA,29,26.760384
JJA,30,-15.423971
JJA,31,-8.818815
MAM,0,-10.736117
MAM,1,-9.445139
MAM,2,-0.06013731
MAM,3,-2.2782345
MAM,4,2.2976837
MAM,5,5.8843546
MAM,6,2.9261556
MAM,7,0.25053817
MAM,8,-16.791883
MAM,9,13.830155
MAM,10,-2.2713673
MAM,11,18.97035
MAM,12,4.2598133
MAM,13,6.50859
MAM,14,6.1392026
MAM,15,5.869808
MAM,16,1.4805073
MAM,17,-12.969264
MAM,18,-6.0328655
MAM,19,-13.356882
MAM,20,2.5008736
MAM,21,-10.090475
MAM,22,-7.499125
MAM,23,29.5026
MAM,24,26.128307
MAM,25,18.142944
MAM,26,-3.8513846
MAM,27,7.1909385
MAM,28,0.04466818
MAM,29,-2.0629716
MAM,30,-15.882251
MAM,31,30.797932
SON,0,-12.023581
SON,1,-5.5634356
SON,2,-7.019285
SON,3,-16.53312
SON,4,3.4623306
SON,5,-0.964032
SON,6,-12.070509
SON,7,2.8471994
SON,8,-24.488382
SON,9,6.201161
SON,10,16.37481
SON,11,18.399492
SON,12,-3.3655274
SON,13,-4.738294
SON,14,26.346582
SON,15,12.189158
SON,16,-2.946891
SON,17,-17.532516
SON,18,-10.5238085
SON,19,-5.8863716
SON,20,4.820621
SON,21,-6.103892
SON,22,-12.613381
SON,23,-8.153961
SON,24,1.9413944
SON,25,-1.9055992
SON,26,-0.30198944
SON,27,13.763839
SON,28,10.219654
SON,29,3.2713048
SON,30,-3.0223024
SON,31,29.743893
