season,projection,precip
DJF,0,27.40707
DJF,1,17.923763
DJF,2,-0.83664525
DJF,3,0.9078809
DJF,4,7.1276093
DJF,5,20.286346
DJF,6,15.447346
DJF,7,23.35877
DJF,8,4.324011
DJF,9,9.451191
DJF,10,-1.6645957
DJF,11,28.13302
DJF,12,21.542336
DJF,13,18.12301
DJF,14,17.256977
DJF,15,12.980723
DJF,16,1.7607646
DJF,17,8.965067
DJF,18,15.212944
DJF,19,14.099617
DJF,20,0.0082551
DJF,21,12.522835
DJF,22,-3.7601085
DJF,23,22.800438
DJF,24,40.32514
DJF,25,24.775381
DJF,26,23.346764
DJF,27,8.105304
DJF,28,16.150665
DJF,29,14.339772
DJF,30,0.756419
DJF,31,6.5915203
JJA,0,-28.601408
JJA,1,6.186728
JJA,2,-12.46505
JJA,3,-19.996502
JJA,4,14.118168
JJA,5,-11.761444
JJA,6,2.7582903
JJA,7,16.83785
JJA,8,-1.363597
JJA,9,5.8441105
JJA,10,-21.922346
JJA,11,0.5765006
JJA,12,-0.89613616
JJA,13,8.270727
JJA,14,-5.480048
JJA,15,18.040459
JJA,16,-0.98505104
JJA,17,-27.019764
JJA,18,8.524743
JJA,19,-6.963385
JJA,20,-2.5852842
JJA,21,-2.479704
JJA,22,-11.738336
JJA,23,-3.9561033
JJA,24,12.716074
JJA,25,10.340756
JJA,26,-2.2912834
JJA,27,-1.9736975
JJA,28,-0.17507926
JJA,29,16.426792
JJA,30,-9.798142
JJA,31,-0.6428958
MAM,0,-9.626975
MAM,1,2.5778725
MAM,2,6.752453
MAM,3,5.613602
MAM,4,-2.8619688
MAM,5,9.920017
MAM,6,13.686195
MAM,7,8.056653
MAM,8,7.977597
MAM,9,9.357743
MAM,10,21.474426
MAM,11,12.692219
MAM,12,0.08391642
MAM,13,21.884563
MAM,14,10.505208
MAM,15,-7.0219183
MAM,16,24.16097
MAM,17,8.046799
MAM,18,16.703587
MAM,19,1.205918
MAM,20,-6.2994213
MAM,21,11.382803
MAM,22,-0.79556054
MAM,23,17.48467
MAM,24,34.489437
MAM,25,15.519767
MAM,26,10.512248
MAM,27,4.6023736
MAM,28,2.3438776
MAM,29,14.209014
MAM,30,-12.3140545
MAM,31,24.491478
SON,0,-12.56711
SON,1,9.632213
SON,2,-19.75756
SON,3,-5.341506
SON,4,-4.2012305
SON,5,13.315924
SON,6,9.825813
SON,7,11.840857
SON,8,-5.556072
SON,9,17.713951
SON,10,10.103302
SON,11,11.030008
SON,12,24.767168
SON,13,-0.7386111
SON,14,-4.2013407
SON,15,-0.21743196
SON,16,-8.50294
SON,17,-14.488257
SON,18,-0.3803386
SON,19,11.638945
SON,20,-11.166051
SON,21,0.15219098
SON,22,10.073375
SON,23,-2.3729482
SON,24,5.121521
SON,25,2.8657424
SON,26,20.70693
SON,27,-4.149883
SON,28,-5.388288
SON,29,3.12004
SON,30,-8.4832115
SON,31,20.07089
