season,projection,precip
DJF,0,12.540886
DJF,1,9.815099
DJF,2,-5.2396727
DJF,3,-9.950732
DJF,4,19.697847
DJF,5,13.782926
DJF,6,-4.490264
DJF,7,5.684816
DJF,8,12.449706
DJF,9,13.396957
DJF,10,-7.220214
DJF,11,14.088939
DJF,12,10.747926
DJF,13,21.510464
DJF,14,13.5005665
DJF,15,0.55166817
DJF,16,7.6247616
DJF,17,4.6585784
DJF,18,21.448872
DJF,19,9.461912
DJF,20,17.18057
DJF,21,12.599508
DJF,22,-14.402615
DJF,23,16.000584
DJF,24,29.635883
DJF,25,5.611115
DJF,26,25.30651
DJF,27,9.228695
DJF,28,5.272963
DJF,29,12.89408
DJF,30,-1.5842746
DJF,31,39.848473
JJA,0,-2.804285
JJA,1,-0.39807945
JJA,2,4.695759
JJA,3,-9.433196
JJA,4,46.664474
JJA,5,-0.13864125
JJA,6,-13.781116
JJA,7,6.5078864
JJA,8,2.2656069
JJA,9,1.8243651
JJA,10,-2.2533948
JJA,11,5.8001657
JJA,12,-1.2387096
JJA,13,0.17144603
JJA,14,35.68459
JJA,15,34.548653
JJA,16,-18.782448
JJA,17,-24.440666
JJA,18,-13.142829
JJA,19,-10.900376
JJA,20,-10.022059
JJA,21,-6.4544363
JJA,22,-6.1229
JJA,23,2.05039
JJA,24,12.087382
JJA,25,15.766403
JJA,26,8.949892
JJA,27,-1.1418288
JJA,28,7.0594096
JJA,29,29.666979
JJA,30,-6.591148
JJA,31,-11.910284
MAM,0,0.77399004
MAM,1,-13.848636
MAM,2,-0.23695205
MAM,3,-2.8292587
MAM,4,9.699039
MAM,5,10.196197
MAM,6,3.1292782
MAM,7,9.951968
MAM,8,-6.691929
MAM,9,12.078335
MAM,10,3.6744847
MAM,11,14.52854
MAM,12,7.818829
MAM,13,21.70471
MAM,14,17.815207
MAM,15,13.687772
MAM,16,6.50618
MAM,17,-3.4336
MAM,18,-0.0268392
MAM,19,0.91101
MAM,20,-1.2778995
MAM,21,-2.9035742
MAM,22,-6.1049614
MAM,23,40.8471
MAM,24,39.03875
MAM,25,20.858847
MAM,26,-2.196945
MAM,27,4.486657
MAM,28,5.0877595
MAM,29,5.323968
MAM,30,-8.962296
MAM,31,30.44439
SON,0,-16.00847
SON,1,-12.382045
SON,2,-1.7941035
SON,3,-14.590041
SON,4,12.395031
SON,5,-3.6635313
SON,6,-15.935135
SON,7,-1.226958
SON,8,-20.797558
SON,9,8.62413
SON,10,14.819811
SON,11,18.465921
SON,12,-7.0869365
SON,13,-2.1704516
SON,14,27.146875
SON,15,7.6431274
SON,16,-5.5073915
SON,17,-20.939955
SON,18,-1.6862288
SON,19,1.6709633
SON,20,3.282
SON,21,-8.545264
SON,22,-14.99127
SON,23,-6.1326585
SON,24,-4.2594256
SON,25,-3.567844
SON,26,13.981443
SON,27,13.228488
SON,28,17.605639
SON,29,-1.9171983
SON,30,-14.200556
SON,31,26.895481
