season,projection,precip
DJF,0,32.944973
DJF,1,5.864103
DJF,2,1.7903907
DJF,3,7.366396
DJF,4,2.4317098
DJF,5,-0.06613889
DJF,6,9.698485
DJF,7,28.586588
DJF,8,4.067953
DJF,9,15.130703
DJF,10,-7.352613
DJF,11,-13.036032
DJF,12,37.64396
DJF,13,8.444262
DJF,14,9.765185
DJF,15,9.115549
DJF,16,3.2651153
DJF,17,9.091414
DJF,18,43.621353
DJF,19,18.2229
DJF,20,-1.1599514
DJF,21,-8.496705
DJF,22,-18.599398
DJF,23,14.61236
DJF,24,10.657077
DJF,25,23.58432
DJF,26,7.628777
DJF,27,24.15178
DJF,28,1.9628998
DJF,29,8.4075775
DJF,30,11.528052
DJF,31,15.512988
JJA,0,-38.616505
JJA,1,6.6651597
JJA,2,-15.0973215
JJA,3,-26.291523
JJA,4,9.544827
JJA,5,-6.7852497
JJA,6,-9.007302
JJA,7,2.7434497
JJA,8,2.2337725
JJA,9,-2.5478103
JJA,10,-13.845746
JJA,11,-2.2394104
JJA,12,11.819696
JJA,13,-0.69206196
JJA,14,4.377675
JJA,15,7.8736463
JJA,16,-8.840079
JJA,17,-24.783295
JJA,18,3.6225655
JJA,19,-23.26699
JJA,20,-5.5226145
JJA,21,-11.857855
JJA,22,-35.00407
JJA,23,5.765511
JJA,24,17.209822
JJA,25,1.8316755
JJA,26,6.254979
JJA,27,-12.307595
JJA,28,5.5023623
JJA,29,7.6022058
JJA,30,-7.8274117
JJA,31,5.4761147
MAM,0,-3.3550434
MAM,1,3.9334953
MAM,2,2.1112096
MAM,3,-4.556437
MAM,4,7.1662197
MAM,5,13.407226
MAM,6,2.3113337
MAM,7,7.7806435
MAM,8,11.931144
MAM,9,17.293055
MAM,10,14.658146
MAM,11,2.8454814
MAM,12,0.31460693
MAM,13,13.926265
MAM,14,8.252181
MAM,15,-13.672476
MAM,16,-7.3040514
MAM,17,-2.3083184
MAM,18,19.609406
MAM,19,7.9696126
MAM,20,1.0442992
MAM,21,-1.128326
MAM,22,-5.866849
MAM,23,8.76151
MAM,24,14.041641
MAM,25,14.094965
MAM,26,6.7245984
MAM,27,10.1000805
MAM,28,-0.4012628
MAM,29,18.545368
MAM,30,-7.322628
MAM,31,7.0866613
SON,0,-1.0842112
SON,1,41.755043
SON,2,-19.045267
SON,3,-10.736783
SON,4,-13.710536
SON,5,26.75555
SON,6,-2.0934186
SON,7,27.11902
SON,8,-14.780305
SON,9,15.810086
SON,10,-1.6877177
SON,11,7.4485674
SON,12,6.211787
SON,13,4.1998367
SON,14,-7.3934636
SON,15,-12.546238
SON,16,-1.5874168
SON,17,-5.5017343
SON,18,-12.782391
SON,19,11.578887
SON,20,-10.262052
SON,21,1.8405244
SON,22,12.178712
SON,23,-3.829122
SON,24,-3.6598787
SON,25,21.47818
SON,26,13.458032
SON,27,-14.453676
SON,28,-10.123682
SON,29,6.7973547
SON,30,-6.098536
SON,31,10.757505
