year,projection,tas_sm
2023,24,0.7636514
2023,25,2.409277
2023,26,1.7042913
2023,27,1.0309405
2023,28,1.9573145
2023,29,0.7149968
2023,30,1.4496717
2023,31,1.061152
2023,32,1.7384882
2023,33,0.4568467
2023,34,1.0781422
2023,35,1.3018975
2024,0,1.992321
2024,1,1.2322445
2024,2,0.6036067
2024,3,0.18345928
2024,4,2.18159
2024,5,0.82664156
2024,6,2.0858526
2024,7,1.4898067
2024,8,1.8281007
2024,9,0.7245555
2024,10,1.270854
2024,11,1.1221147
2024,12,2.4416678
2024,13,1.1862268
2024,14,-0.0025424957
2024,15,2.2657619
2024,16,1.0207963
2024,17,0.7198372
2024,18,1.2152419
2024,19,0.15433979
2024,20,0.73412657
2024,21,2.8310466
2024,22,2.0643616
2024,23,1.3939877
2024,24,0.24969912
2024,25,1.3177319
2024,26,1.5160251
2024,27,0.9902568
2024,28,2.5017748
2024,29,1.5040011
2024,30,2.6945772
2024,31,1.6914601
2024,32,1.4140301
2024,33,0.07329416
2024,34,0.99788857
2024,35,1.9647756
2025,0,1.504323
2025,1,0.7989321
2025,2,2.2709265
2025,3,0.62332916
2025,4,2.32296
2025,5,0.67131186
2025,6,1.3866034
2025,7,1.1863132
2025,8,1.7540832
2025,9,0.60133934
2025,10,1.9691687
2025,11,1.4967599
2025,12,1.7789795
2025,13,2.3882656
2025,14,-0.24775124
2025,15,2.0807266
2025,16,2.8505569
2025,17,0.52801895
2025,18,-0.19542694
2025,19,0.8706727
2025,20,1.405416
2025,21,1.9862008
2025,22,1.5921516
2025,23,2.1801615
2025,24,0.45972776
2025,25,1.2746086
2025,26,1.5534358
2025,27,0.7489071
2025,28,1.3808861
2025,29,1.9749026
2025,30,2.8095016
2025,31,1.2646403
2025,32,3.194746
2025,33,0.55471516
2025,34,1.454864
2025,35,2.2131658
2026,0,3.112032
2026,1,1.6363001
2026,2,1.5771847
2026,3,-0.2919073
2026,4,2.5397673
2026,5,0.8768201
2026,6,2.029214
2026,7,1.3255458
2026,8,2.123983
2026,9,1.5325975
2026,10,2.1849232
2026,11,1.5173764
2026,12,2.3302882
2026,13,1.8586054
2026,14,-0.18684673
2026,15,2.7482824
2026,16,1.8153944
2026,17,0.22192049
2026,18,1.5061984
2026,19,1.7145977
2026,20,0.38248205
2026,21,2.3324132
2026,22,0.8242326
2026,23,2.6551847
2026,24,1.0670905
2026,25,1.9606891
2026,26,1.7284598
2026,27,1.2374892
2026,28,1.9784365
2026,29,3.1010766
2026,30,1.8045712
2026,31,1.0706306
2026,32,0.9897976
2026,33,0.9866452
2026,34,1.6392503
2026,35,1.8900886
2027,0,1.3567886
2027,1,1.4836664
2027,2,1.2654104
2027,3,1.8625793
2027,4,2.1468725
2027,5,1.0293231
2027,6,1.1980038
2027,7,1.6484637
2027,8,1.4809513
2027,9,1.5507331
2027,10,1.2641821
2027,11,2.6751351
2027,12,1.5415366
2027,13,1.8029928
2027,14,1.4455996
2027,15,2.4007387
2027,16,1.2368975
2027,17,1.0809937
2027,18,0.38440418
2027,19,0.76487446
2027,20,1.4637146
2027,21,1.0326371
2027,22,2.2221222
2027,23,1.3126822
2027,24,0.32197952
2027,25,1.2258339
2027,26,2.6573482
2027,27,1.1254601
2027,28,1.7050762
2027,29,1.5673947
2027,30,1.6670685
2027,31,-0.362123
2027,32,1.7501001
2027,33,1.0047832
2027,34,1.7166762
2027,35,1.0247784
2028,0,1.7345219
2028,1,2.3323946
2028,2,1.6866388
2028,3,1.7196178
2028,4,1.0605593
2028,5,2.064774
2028,6,1.6749554
2028,7,1.5304427
2028,8,0.33523178
2028,9,1.3527765
2028,10,1.874712
2028,11,2.5001922
2028,12,2.0544946
2028,13,2.0832462
2028,14,0.45775127
2028,15,2.9089441
2028,16,2.4729276
2028,17,1.367199
2028,18,0.8730345
2028,19,1.0607324
2028,20,0.6778312
2028,21,2.5674806
2028,22,2.9861336
2028,23,2.1872492
2028,24,0.9737892
2028,25,1.3215861
2028,26,2.564116
2028,27,0.5359416
2028,28,2.2544508
2028,29,2.6535678
2028,30,2.137619
2028,31,1.1219487
2028,32,0.40251255
2028,33,0.7515292
2028,34,0.896091
2028,35,1.8552299
2029,0,1.9487381
2029,1,0.59886265
2029,2,1.3679419
2029,3,0.722599
2029,4,1.4992714
2029,5,2.0318093
2029,6,2.2192965
2029,7,1.8401408
2029,8,1.1277962
2029,9,0.98485374
2029,10,1.322566
2029,11,1.4219975
2029,12,1.2641709
2029,13,1.0587301
2029,14,0.5789337
2029,15,2.872469
2029,16,0.15878105
2029,17,1.8598137
2029,18,1.1100063
2029,19,0.55868816
2029,20,1.4720378
2029,21,2.5565143
2029,22,1.9845295
2029,23,0.8708744
2029,24,0.64463043
2029,25,1.1177564
2029,26,0.8784342
2029,27,1.1121745
2029,28,1.4342918
2029,29,2.5765376
2029,30,1.9835949
2029,31,1.1608539
2029,32,2.2181015
2029,33,1.0939283
2029,34,1.7664981
2029,35,2.0608964
2030,0,1.9195156
2030,1,1.0363894
2030,2,0.02045679
2030,3,1.9815369
2030,4,2.2780523
2030,5,2.557568
2030,6,1.4473934
2030,7,0.6727381
2030,8,1.7459989
2030,9,1.9344587
2030,10,2.0868607
2030,11,2.389646
2030,12,1.8171198
2030,13,1.6777906
2030,14,0.5066967
2030,15,2.4406252
2030,16,0.3860798
2030,17,0.9740372
2030,18,0.516891
2030,19,0.8933077
2030,20,1.5529838
2030,21,4.0357614
2030,22,0.8991084
2030,23,1.953104
2030,24,0.27094984
2030,25,1.7001567
2030,26,0.8215785
2030,27,1.0150037
2030,28,1.8106403
2030,29,1.6306949
2030,30,1.6185188
2030,31,2.0655332
2030,32,1.2885771
2030,33,0.8379245
2030,34,1.8120923
2030,35,1.4634519
2031,0,1.9000893
2031,1,0.5914593
2031,2,0.90038776
2031,3,0.050590992
2031,4,2.3525352
2031,5,1.0961394
2031,6,0.9899759
2031,7,1.7857366
2031,8,2.490375
2031,9,0.9067869
2031,10,2.516344
2031,11,0.3148737
2031,12,1.7042062
2031,13,1.117528
2031,14,0.2615614
2031,15,2.2274632
2031,16,1.0693426
2031,17,0.8888936
2031,18,1.0722313
2031,19,0.7988663
2031,20,1.339253
2031,21,1.7853646
2031,22,2.3395023
2031,23,2.5473232
2031,24,0.87717247
2031,25,0.8760166
2031,26,2.0069652
2031,27,1.7601047
2031,28,1.820344
2031,29,2.293714
2031,30,2.8366623
2031,31,1.6448855
2031,32,1.885704
2031,33,0.52697515
2031,34,0.12520552
2031,35,1.1349549
2032,0,2.1610851
2032,1,1.5803032
2032,2,1.3180914
2032,3,0.97687626
2032,4,3.1416807
2032,5,1.4851079
2032,6,1.071662
2032,7,2.438518
2032,8,1.8917089
2032,9,0.67337894
2032,10,0.7567835
2032,11,0.9855962
2032,12,1.7099154
2032,13,2.3824415
2032,14,0.33487892
2032,15,3.2241468
2032,16,2.0554152
2032,17,0.65097
2032,18,1.1696334
2032,19,1.1020799
2032,20,0.82325315
2032,21,2.0048947
2032,22,1.7571964
2032,23,2.7516775
2032,24,1.1095004
2032,25,1.8474693
2032,26,1.8389735
2032,27,0.65414095
2032,28,2.2049904
2032,29,2.7462153
2032,30,2.9960146
2032,31,1.1067462
2032,32,1.7228451
2032,33,1.1238303
2032,34,-0.21257687
2032,35,1.7040801
2033,0,0.5962677
2033,1,0.8774433
2033,2,2.8874035
2033,3,1.320548
2033,4,1.9192791
2033,5,1.4082503
2033,6,1.4578543
2033,7,1.0128598
2033,8,1.0630436
2033,9,2.595646
2033,10,1.8237658
2033,11,1.6167798
2033,12,2.4404771
2033,13,2.250371
2033,14,0.49163342
2033,15,1.9543705
2033,16,3.4253516
2033,17,1.6393814
2033,18,1.3231034
2033,19,1.1601605
2033,20,1.49826
2033,21,2.0197387
2033,22,2.0641422
2033,23,1.1841564
2033,24,1.6394916
2033,25,2.3773842
2033,26,2.7630057
2033,27,2.1449943
2033,28,2.387537
2033,29,2.6976008
2033,30,1.3776064
2033,31,0.83262587
2033,32,1.8028679
2033,33,0.8718524
2033,34,0.19553566
2033,35,2.6317039
2034,0,2.3112621
2034,1,1.4094324
2034,2,-0.43450785
2034,3,0.38523388
2034,4,2.7402058
2034,5,1.1432099
2034,6,3.2387247
2034,7,1.9246726
2034,8,1.242486
2034,9,1.2539005
2034,10,1.6223764
2034,11,0.5238304
2034,12,1.6423948
2034,13,0.9289303
2034,14,1.485939
2034,15,2.927927
2034,16,2.0574417
2034,17,1.5433288
2034,18,0.6734295
2034,19,1.6170278
2034,20,2.4150581
2034,21,2.2820058
2034,22,-0.22084856
2034,23,1.4876089
2034,24,0.7036915
2034,25,1.8291306
2034,26,1.2502413
2034,27,1.7445431
2034,28,1.2583933
2034,29,2.0770564
2034,30,3.018402
2034,31,1.6329017
2034,32,2.5806046
2034,33,-0.29066086
2034,34,2.1957517
2034,35,1.2279005
2035,0,2.3337135
2035,1,2.5087376
2035,2,0.8652544
2035,3,1.1138754
2035,4,2.3031425
2035,5,2.5537229
2035,6,1.4557743
2035,7,2.3011737
2035,8,1.4291353
2035,9,1.0019183
2035,10,2.1652117
2035,11,2.4845748
2035,12,1.4897063
2035,13,2.2087736
2035,14,0.1481371
2035,15,3.7735033
2035,16,1.9408274
2035,17,1.7601223
2035,18,2.4139972
2035,19,0.9697466
2035,20,0.5282836
2035,21,3.0792708
2035,22,1.4290199
2035,23,1.6647997
2035,24,1.286202
2035,25,3.1301622
2035,26,2.8409562
2035,27,2.4547324
2035,28,1.6642656
2035,29,2.3597312
2035,30,2.7483692
2035,31,2.9675813
2035,32,1.6274757
2035,33,0.7387023
2035,34,1.8697848
2035,35,2.6031775
2036,0,3.322504
2036,1,2.0985622
2036,2,1.9225988
2036,3,2.850091
2036,4,2.8519735
2036,5,0.8234391
2036,6,1.6509447
2036,7,1.5909829
2036,8,0.7666383
2036,9,1.3621364
2036,10,3.0525885
2036,11,2.5978017
2036,12,2.2159455
2036,13,2.1659641
2036,14,1.037632
2036,15,2.426858
2036,16,0.52586603
2036,17,0.6777568
2036,18,1.3656201
2036,19,0.8649945
2036,20,0.7766614
2036,21,3.065373
2036,22,2.1004782
2036,23,1.8316193
2036,24,1.085527
2036,25,3.0182753
2036,26,1.2088175
2036,27,2.3970704
2036,28,2.2784185
2036,29,2.87649
2036,30,2.7067413
2036,31,1.4213576
2036,32,1.4924316
2036,33,0.2880106
2036,34,1.9979539
2036,35,1.1478863
2037,0,2.2443762
2037,1,2.0396233
2037,2,2.6725397
2037,3,1.1413507
2037,4,2.0505314
2037,5,1.0872083
2037,6,0.29841375
2037,7,1.2357306
2037,8,2.1933951
2037,9,1.4191275
2037,10,1.4822855
2037,11,2.6158786
2037,12,1.9619133
2037,13,1.5931692
2037,14,0.7837887
2037,15,1.8999176
2037,16,2.2067723
2037,17,0.029949188
2037,18,2.3456492
2037,19,1.3333478
2037,20,0.615499
2037,21,4.6069093
2037,22,1.5817585
2037,23,2.146141
2037,24,0.6319213
2037,25,2.1376176
2037,26,1.4385195
2037,27,2.3065534
2037,28,2.1065474
2037,29,2.8067908
2037,30,2.8718433
2037,31,0.76907396
2037,32,2.2223444
2037,33,1.2973571
2037,34,0.6329231
2037,35,1.7163053
2038,0,0.9584017
2038,1,1.2658243
2038,2,1.0665531
2038,3,1.9452581
2038,4,3.0871496
2038,5,2.1736732
2038,6,1.6136389
2038,7,2.1744695
2038,8,1.6328626
2038,9,1.2183723
2038,10,1.9624491
2038,11,1.9715505
2038,12,1.8556702
2038,13,2.5293798
2038,14,0.5490961
2038,15,2.5472364
2038,16,2.3566284
2038,17,0.61514044
2038,18,1.010189
2038,19,1.0755825
2038,20,1.8147511
2038,21,2.8167548
2038,22,1.1890278
2038,23,2.636444
2038,24,1.6921921
2038,25,2.4856343
2038,26,1.9660358
2038,27,2.513805
2038,28,2.140604
2038,29,2.4988856
2038,30,2.6573677
2038,31,1.7631822
2038,32,2.7145128
2038,33,1.3446932
2038,34,1.4742627
2038,35,2.2230277
2039,0,0.8828716
2039,1,1.4290218
2039,2,0.97864056
2039,3,2.4436283
2039,4,2.4588528
2039,5,2.0598168
2039,6,1.8682642
2039,7,1.540463
2039,8,2.5649705
2039,9,0.8731041
2039,10,3.200838
2039,11,3.132526
2039,12,1.7728999
2039,13,2.4098787
2039,14,0.57593346
2039,15,2.4200163
2039,16,1.757288
2039,17,1.849216
2039,18,0.9427872
2039,19,1.9594326
2039,20,0.2253623
2039,21,1.1383376
2039,22,1.680109
2039,23,1.7658472
2039,24,0.47142553
2039,25,1.499577
2039,26,1.8572378
2039,27,1.8710613
2039,28,2.0897217
2039,29,2.4819274
2039,30,2.849125
2039,31,1.8415408
2039,32,2.4160004
2039,33,1.3968129
2039,34,3.7277417
2039,35,0.8117409
2040,0,1.1759167
2040,1,1.2403526
2040,2,2.0292501
2040,3,1.5799389
2040,4,2.1115456
2040,5,1.6246667
2040,6,0.31184006
2040,7,0.9247017
2040,8,3.5073428
2040,9,1.1458945
2040,10,1.4172001
2040,11,2.260313
2040,12,2.2156126
2040,13,1.4614897
2040,14,-0.56010294
2040,15,2.846345
2040,16,2.2754502
2040,17,2.2733402
2040,18,1.6163249
2040,19,0.7463231
2040,20,1.3769917
2040,21,2.7258573
2040,22,2.1817255
2040,23,2.3203
2040,24,1.3822136
2040,25,1.701086
2040,26,1.8393703
2040,27,1.6670914
2040,28,2.1250381
2040,29,1.8550506
2040,30,2.065813
2040,31,1.3090663
2040,32,2.0367413
2040,33,0.5999098
2040,34,2.782971
2040,35,0.69440126
2041,0,1.9563866
2041,1,1.9747744
2041,2,2.064374
2041,3,1.9443626
2041,4,2.380228
2041,5,1.3391681
2041,6,1.0244274
2041,7,2.204164
2041,8,1.1001825
2041,9,0.72284317
2041,10,1.7760935
2041,11,2.2785096
2041,12,1.4238355
2041,13,1.7435083
2041,14,-0.12080383
2041,15,2.9494143
2041,16,2.796784
2041,17,1.7198377
2041,18,1.5322309
2041,19,1.7779903
2041,20,2.7382011
2041,21,2.5114045
2041,22,2.9896717
2041,23,2.9338417
2041,24,1.4273944
2041,25,1.8351388
2041,26,2.326161
2041,27,1.5597401
2041,28,2.5745401
2041,29,3.0662398
2041,30,3.837677
2041,31,3.0163026
2041,32,0.46108913
2041,33,1.1438379
2041,34,2.2621627
2041,35,1.3463202
2042,0,1.2652893
2042,1,1.7689953
2042,2,1.3655882
2042,3,2.1917477
2042,4,2.1095448
2042,5,1.286902
2042,6,0.74366856
2042,7,2.0172486
2042,8,1.9421039
2042,9,2.3006134
2042,10,2.1876268
2042,11,3.2051063
2042,12,1.5859411
2042,13,2.6044636
2042,14,0.7560549
2042,15,1.2059245
2042,16,0.91310596
2042,17,0.6992264
2042,18,1.2297254
2042,19,1.0709887
2042,20,2.1039295
2042,21,3.268724
2042,22,2.1739035
2042,23,3.2822285
2042,24,0.51322937
2042,25,1.8671737
2042,26,3.8025346
2042,27,1.5417309
2042,28,2.8111315
2042,29,2.3086085
2042,30,3.6225452
2042,31,2.057321
2042,32,1.8870735
2042,33,0.95440197
2042,34,2.507895
2042,35,1.6419063
2043,0,1.4521341
2043,1,2.6985826
2043,2,2.1961164
2043,3,1.5818768
2043,4,2.6773071
2043,5,1.8947625
2043,6,1.9917278
2043,7,2.4317412
2043,8,2.2508826
2043,9,1.9461603
2043,10,0.6852522
2043,11,1.5993352
2043,12,2.5707753
2043,13,2.4574451
2043,14,0.64829445
2043,15,2.4399767
2043,16,2.137003
2043,17,3.8398438
2043,18,0.76747656
2043,19,1.6358814
2043,20,1.341989
2043,21,2.9414659
2043,22,3.5821743
2043,23,2.6298084
2043,24,1.1635342
2043,25,2.295154
2043,26,2.0637207
2043,27,1.2169347
2043,28,2.445487
2043,29,2.8402743
2043,30,1.9915028
2043,31,1.2889676
2043,32,1.5879087
2043,33,0.6267576
2043,34,1.764751
2043,35,1.0663176
2044,0,2.6107817
2044,1,2.0879269
2044,2,1.8859644
2044,3,0.63701344
2044,4,2.7844534
2044,5,2.8324895
2044,6,1.9779348
2044,7,1.6362529
2044,8,1.4370108
2044,9,2.1224952
2044,10,1.9035425
2044,11,2.314218
2044,12,2.2091105
2044,13,2.061491
2044,14,1.2916498
2044,15,3.2281399
2044,16,1.9969969
2044,17,1.3385544
2044,18,0.5824237
2044,19,1.1721659
2044,20,0.84000826
2044,21,3.9704757
2044,22,1.5315828
2044,23,2.455761
2044,24,0.8993325
2044,25,1.6394844
2044,26,1.3022742
2044,27,1.2259007
2044,28,2.2222395
2044,29,2.4679189
2044,30,1.5125818
2044,31,1.6080623
2044,32,1.6132298
2044,33,0.52596426
2044,34,2.4377923
2044,35,1.6489005
2045,0,2.6743526
2045,1,2.0164156
2045,2,2.406187
2045,3,1.5711613
2045,4,3.3686104
2045,5,1.8920865
2045,6,2.456028
2045,7,3.0050902
2045,8,1.1698027
2045,9,1.0719728
2045,10,2.5982828
2045,11,3.0004592
2045,12,3.0950758
2045,13,1.9658403
2045,14,1.2532158
2045,15,4.128087
2045,16,1.9995384
2045,17,0.56014013
2045,18,0.8080683
2045,19,1.1981497
2045,20,0.6694932
2045,21,3.2716737
2045,22,2.5920668
2045,23,2.041481
2045,24,0.57499504
2045,25,2.2781868
2045,26,2.8710313
2045,27,1.5912156
2045,28,2.7394266
2045,29,2.1766992
2045,30,3.6048737
2045,31,2.6865659
2045,32,1.9223747
2045,33,1.5577531
2045,34,1.6618848
2045,35,2.1033187
2046,0,1.1194019
2046,1,1.8975391
2046,2,2.1679144
2046,3,2.1115608
2046,4,2.8146238
2046,5,2.494103
2046,6,0.9076872
2046,7,1.9576077
2046,8,0.46904278
2046,9,2.390687
2046,10,3.3599405
2046,11,2.2280278
2046,12,2.8530734
2046,13,3.0926485
2046,14,1.8678617
2046,15,2.8182611
2046,16,2.8332973
2046,17,0.9653878
2046,18,1.2883058
2046,19,1.8695364
2046,20,0.6657834
2046,21,2.5238414
2046,22,3.2017326
2046,23,2.4764385
2046,24,1.513186
2046,25,2.5126529
2046,26,2.3737235
2046,27,0.5306506
2046,28,2.592492
2046,29,3.1822867
2046,30,3.4250755
2046,31,2.0291133
2046,32,2.6649036
2046,33,1.5255423
2046,34,2.6233182
2046,35,1.603126
2047,0,3.0697708
2047,1,2.070385
2047,2,2.137107
2047,3,1.4486818
2047,4,2.3393078
2047,5,2.7352061
2047,6,1.880147
2047,7,0.6299615
2047,8,2.145557
2047,9,2.6779613
2047,10,3.3691149
2047,11,1.68328
2047,12,2.3982923
2047,13,3.1845198
2047,14,1.1015825
2047,15,2.865099
2047,16,1.302361
2047,17,1.4887137
2047,18,1.5388207
2047,19,2.3487172
2047,20,1.5955901
2047,21,4.3496366
2047,22,3.7648602
2047,23,3.1235218
2047,24,1.2803383
2047,25,1.6828175
2047,26,3.360516
2047,27,1.731669
2047,28,2.8160658
2047,29,3.6567035
2047,30,3.3135347
2047,31,1.4616237
2047,32,3.212431
2047,33,1.2526212
2047,34,1.0463748
2047,35,2.2720685
2048,0,3.4005194
2048,1,2.021718
2048,2,1.1099377
2048,3,2.790101
2048,4,2.0830574
2048,5,1.3728852
2048,6,2.539157
2048,7,2.1864333
2048,8,1.2776589
2048,9,2.821052
2048,10,2.535986
2048,11,2.987102
2048,12,2.3608754
2048,13,2.7307062
2048,14,1.5542812
2048,15,2.3159728
2048,16,1.064486
2048,17,0.33139944
2048,18,1.7583299
2048,19,2.3314424
2048,20,1.7236366
2048,21,3.7290282
2048,22,3.2452536
2048,23,2.1347466
2048,24,1.0332279
2048,25,2.3591065
2048,26,2.161419
2048,27,1.8248882
2048,28,2.9164267
2048,29,3.451324
2048,30,2.3865929
2048,31,2.5459704
2048,32,1.3931046
2048,33,0.8407798
2048,34,2.6452756
2048,35,2.2797427
2049,0,2.7991552
2049,1,2.1762753
2049,2,1.5402193
2049,3,1.8432913
2049,4,3.231453
2049,5,1.045362
2049,6,2.5442114
2049,7,1.958921
2049,8,2.2472892
2049,9,1.8371749
2049,10,3.2447119
2049,11,2.711493
2049,12,1.7872908
2049,13,1.759531
2049,14,1.1067934
2049,15,2.9499712
2049,16,3.0666356
2049,17,0.7818179
2049,18,1.4482083
2049,19,2.0741253
2049,20,1.6437893
2049,21,2.6776032
2049,22,2.3857584
2049,23,3.485897
2049,24,1.2105641
2049,25,2.0228944
2049,26,2.1753645
2049,27,2.241445
2049,28,3.3722486
2049,29,3.6501822
2049,30,2.2842312
2049,31,2.1090684
2049,32,3.4427881
2049,33,1.363883
2049,34,1.6502643
2049,35,1.3705239
2050,0,3.8908253
2050,1,1.6658869
2050,2,2.449318
2050,3,1.391159
2050,4,2.4005833
2050,5,3.5141473
2050,6,2.2140484
2050,7,1.5211711
2050,8,1.9049335
2050,9,2.4206195
2050,10,3.1316004
2050,11,2.154561
2050,12,2.0684125
2050,13,1.8525572
2050,14,0.5719538
2050,15,3.777339
2050,16,1.2696819
2050,17,3.6110601
2050,18,0.37053776
2050,19,1.0505643
2050,20,1.2124715
2050,21,3.1561875
2050,22,2.7026691
2050,23,2.1642036
2050,24,1.2185922
2050,25,0.8213973
2050,26,2.4047093
2050,27,0.9286914
2050,28,2.7693853
2050,29,2.4580064
2050,30,3.800642
2050,31,1.9615979
2050,32,2.823144
2050,33,0.81772566
2050,34,0.7052851
2050,35,2.352367
2051,0,2.6558332
2051,1,2.069829
2051,2,2.5571165
2051,3,2.034603
2051,4,2.7499828
2051,5,2.6363282
2051,6,3.469573
2051,7,1.2335563
2051,8,2.096706
2051,9,1.9112387
2051,10,2.249837
2051,11,1.62498
2051,12,2.0908167
2051,13,2.2745886
2051,14,1.5367279
2051,15,4.1377497
2051,16,1.1035271
2051,17,0.048821926
2051,18,1.1284671
2051,19,1.1642213
2051,20,1.2879157
2051,21,3.8630185
2051,22,2.4112864
2051,23,3.69104
2051,24,0.8684578
2051,25,2.0912628
2051,26,2.946404
2051,27,1.5727601
2051,28,2.5366526
2051,29,2.374494
2051,30,2.9031763
2051,31,0.82578135
2051,32,2.116046
2051,33,1.3634062
2051,34,1.8375592
2051,35,2.3935857
2052,0,3.6771812
2052,1,1.628355
2052,2,2.7502346
2052,3,2.1454563
2052,4,2.8963928
2052,5,2.072558
2052,6,3.7488222
2052,7,2.707973
2052,8,2.1441512
2052,9,2.9223323
2052,10,2.822157
2052,11,2.142065
2052,12,2.4551408
2052,13,2.5902414
2052,14,1.2429571
2052,15,4.318284
2052,16,1.1189046
2052,17,1.4108276
2052,18,1.4381804
2052,19,1.3195324
2052,20,1.1680107
2052,21,4.49896
2052,22,2.989952
2052,23,3.8173056
2052,24,0.31590605
2052,25,2.8359628
2052,26,2.6908116
2052,27,2.3145523
2052,28,2.7777205
2052,29,3.5300727
2052,30,3.2280254
2052,31,1.8325877
2052,32,2.6131172
2052,33,1.2343736
2052,34,2.496573
2052,35,2.2907538
2053,0,3.743023
2053,1,1.8886728
2053,2,1.6492424
2053,3,2.02252
2053,4,3.0182524
2053,5,1.113935
2053,6,3.073802
2053,7,3.1982331
2053,8,1.1084676
2053,9,1.8860006
2053,10,2.7023907
2053,11,2.7825694
2053,12,2.4544156
2053,13,1.8651743
2053,14,1.4194603
2053,15,2.7826176
2053,16,0.909565
2053,17,2.1785135
2053,18,1.4187875
2053,19,1.333386
2053,20,0.83209276
2053,21,3.2350698
2053,22,2.3574886
2053,23,3.1925373
2053,24,1.1567783
2053,25,3.055951
2053,26,3.45268
2053,27,2.0698452
2053,28,2.648778
2053,29,2.7647376
2053,30,3.5341969
2053,31,1.9981389
2053,32,3.0459948
2053,33,1.2192583
2053,34,3.437386
2053,35,3.1362042
2054,0,2.1660995
2054,1,1.272851
2054,2,1.7040739
2054,3,1.4589787
2054,4,3.6414413
2054,5,2.0679135
2054,6,2.419879
2054,7,3.4473605
2054,8,3.4367328
2054,9,1.49402
2054,10,2.389762
2054,11,2.327662
2054,12,2.6089666
2054,13,2.1539707
2054,14,1.3696709
2054,15,3.175315
2054,16,3.2628312
2054,17,2.871132
2054,18,1.7040925
2054,19,1.0161729
2054,20,1.7294946
2054,21,3.0110555
2054,22,3.778078
2054,23,4.414236
2054,24,1.0892825
2054,25,2.8703766
2054,26,2.3946662
2054,27,1.9074731
2054,28,2.8731298
2054,29,3.2717433
2054,30,3.8111649
2054,31,1.2694535
2054,32,2.124754
2054,33,1.235951
2054,34,2.047152
2054,35,3.0654254
2055,0,2.4576569
2055,1,2.3231516
2055,2,2.3826332
2055,3,2.3163052
2055,4,3.8443089
2055,5,1.1592536
2055,6,1.3542871
2055,7,1.930654
2055,8,2.9222045
2055,9,1.545393
2055,10,3.3987436
2055,11,3.1998725
2055,12,1.9323862
2055,13,2.3690233
2055,14,1.4691286
2055,15,3.9919271
2055,16,1.8438001
2055,17,1.6994934
2055,18,1.3414979
2055,19,2.02987
2055,20,0.93864965
2055,21,4.269877
2055,22,1.996275
2055,23,2.7811546
2055,24,1.0995183
2055,25,2.8732815
2055,26,2.6728873
2055,27,2.1265092
2055,28,2.875432
2055,29,3.415707
2055,30,3.1588564
2055,31,2.1935725
2055,32,2.6717567
2055,33,1.0417295
2055,34,3.109877
2055,35,2.844359
2056,0,2.604823
2056,1,1.9175339
2056,2,2.549838
2056,3,2.9466667
2056,4,2.099268
2056,5,0.84963083
2056,6,2.4376316
2056,7,1.7250552
2056,8,2.9573302
2056,9,1.6255112
2056,10,2.8535948
2056,11,3.0575805
2056,12,2.2289288
2056,13,2.967761
2056,14,0.2373867
2056,15,3.557168
2056,16,2.65444
2056,17,-0.3244114
2056,18,2.0792632
2056,19,1.351901
2056,20,1.2877789
2056,21,2.980886
2056,22,3.692913
2056,23,2.794693
2056,24,-0.18099642
2056,25,3.1366615
2056,26,4.7725453
2056,27,1.9653401
2056,28,3.3384113
2056,29,2.351787
2056,30,3.1966753
2056,31,1.5110517
2056,32,1.1331177
2056,33,1.394248
2056,34,0.93916893
2056,35,2.5839972
2057,0,3.035427
2057,1,2.1388817
2057,2,3.4970303
2057,3,0.78229904
2057,4,3.0970325
2057,5,2.3406959
2057,6,2.5946856
2057,7,2.6332603
2057,8,3.2796588
2057,9,2.8270807
2057,10,2.8240528
2057,11,0.8182392
2057,12,2.969165
2057,13,2.110053
2057,14,0.5662689
2057,15,3.2104034
2057,16,1.4959955
2057,17,0.6446247
2057,18,1.4962955
2057,19,1.2257509
2057,20,0.9278569
2057,21,3.9110312
2057,22,2.9070797
2057,23,3.6706228
2057,24,0.33821917
2057,25,4.3448915
2057,26,3.881207
2057,27,1.5172615
2057,28,2.8313818
2057,29,3.7154279
2057,30,2.696908
2057,31,1.4289832
2057,32,1.9869432
2057,33,1.1247416
2057,34,2.1645417
2057,35,2.9551167
2058,0,2.8486738
2058,1,2.1794415
2058,2,3.216281
2058,3,1.41712
2058,4,4.1984825
2058,5,3.293985
2058,6,1.2830753
2058,7,2.0775638
2058,8,3.7542167
2058,9,2.2291274
2058,10,3.176095
2058,11,3.1424956
2058,12,2.3441885
2058,13,2.1826906
2058,14,1.008667
2058,15,5.0153418
2058,16,3.361793
2058,17,3.23174
2058,18,1.1626105
2058,19,2.2268224
2058,20,2.551525
2058,21,3.1335893
2058,22,2.865018
2058,23,3.516533
2058,24,1.1263566
2058,25,2.7887254
2058,26,2.4780145
2058,27,2.0379853
2058,28,3.9859343
2058,29,3.2355351
2058,30,1.4729118
2058,31,1.418551
2058,32,4.146985
2058,33,1.3963494
2058,34,2.5806994
2058,35,1.4881692
2059,0,2.7997055
2059,1,2.0060902
2059,2,3.0602713
2059,3,1.8709259
2059,4,3.0371923
2059,5,2.4836164
2059,6,2.884408
2059,7,2.9119134
2059,8,3.5701118
2059,9,1.4065871
2059,10,2.9969425
2059,11,3.6749406
2059,12,3.2827566
2059,13,1.60713
2059,14,0.85352325
2059,15,4.105673
2059,16,2.8838897
2059,17,0.18029737
