om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
3390,1983,08,05,1983-08-05,18:00:00,3,CO,8,33,52.0,0,0,0.0,0.0,39.62,-105.0,0.0,0.0,0,0,0,0,0,5,0,0,0,
3484,1983,08,08,1983-08-08,17:30:00,3,CO,8,34,62.0,0,0,0.0,0.0,38.48,-107.87,0.0,0.0,0,0,0,0,0,85,0,0,0,
3497,1983,08,08,1983-08-08,18:30:00,3,CO,8,35,0.0,0,0,0.0,0.0,37.77,-108.9,0.0,0.0,0,0,0,0,0,33,0,0,0,
4392,1983,09,14,1983-09-14,16:00:00,3,CO,8,45,0.0,0,0,0.0,0.0,39.73,-104.93,0.0,0.0,0,0,0,0,0,31,0,0,0,
4393,1983,09,14,1983-09-14,17:00:00,3,CO,8,46,0.0,0,0,0.0,0.0,39.73,-104.93,0.0,0.0,0,0,0,0,0,31,0,0,0,
1397,1984,05,12,1984-05-12,19:00:00,3,CO,8,2,60.0,0,0,0.0,0.0,40.02,-105.27,0.0,0.0,0,0,0,0,0,13,0,0,0,
1401,1984,05,12,1984-05-12,19:15:00,3,CO,8,3,52.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
1423,1984,05,14,1984-05-14,17:25:00,3,CO,8,4,0.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
1429,1984,05,14,1984-05-14,20:50:00,3,CO,8,5,50.0,0,0,0.0,0.0,39.98,-104.82,0.0,0.0,0,0,0,0,0,1,0,0,0,
1441,1984,05,18,1984-05-18,15:00:00,3,CO,8,6,50.0,0,0,0.0,0.0,39.27,-103.7,0.0,0.0,0,0,0,0,0,73,0,0,0,
1442,1984,05,18,1984-05-18,15:19:00,3,CO,8,7,0.0,0,0,0.0,0.0,38.05,-103.72,0.0,0.0,0,0,0,0,0,89,0,0,0,
1476,1984,05,23,1984-05-23,21:44:00,3,CO,8,8,50.0,0,0,0.0,0.0,37.43,-105.87,0.0,0.0,0,0,0,0,0,3,0,0,0,
1481,1984,05,24,1984-05-24,18:04:00,3,CO,8,9,60.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
1482,1984,05,24,1984-05-24,19:11:00,3,CO,8,10,54.0,0,0,0.0,0.0,40.1,-104.52,0.0,0.0,0,0,0,0,0,123,0,0,0,
1483,1984,05,24,1984-05-24,19:15:00,3,CO,8,11,69.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
1485,1984,05,24,1984-05-24,19:30:00,3,CO,8,12,56.0,0,0,0.0,0.0,39.72,-104.22,0.0,0.0,0,0,0,0,0,5,0,0,0,
1559,1984,05,30,1984-05-30,19:43:00,3,CO,8,13,58.0,0,0,0.0,0.0,40.02,-105.27,0.0,0.0,0,0,0,0,0,13,0,0,0,
1147,1984,05,03,1984-05-03,15:00:00,3,CO,8,1,0.0,0,0,0.0,0.0,38.27,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,
1946,1984,06,21,1984-06-21,20:23:00,3,CO,8,14,50.0,0,0,0.0,0.0,39.9,-104.97,0.0,0.0,0,0,0,0,0,1,0,0,0,
2102,1984,06,30,1984-06-30,18:07:00,3,CO,8,15,51.0,0,0,0.0,0.0,38.05,-103.52,0.0,0.0,0,0,0,0,0,89,0,0,0,
2103,1984,06,30,1984-06-30,18:20:00,3,CO,8,16,52.0,0,0,0.0,0.0,40.25,-103.87,0.0,0.0,0,0,0,0,0,87,0,0,0,
2492,1984,07,15,1984-07-15,17:15:00,3,CO,8,22,61.0,0,0,0.0,0.0,38.47,-102.28,0.0,0.0,0,0,0,0,0,61,0,0,0,
2498,1984,07,15,1984-07-15,21:00:00,3,CO,8,23,0.0,0,0,0.0,0.0,40.6,-103.65,0.0,0.0,0,0,0,0,0,123,0,0,0,
2572,1984,07,19,1984-07-19,18:45:00,3,CO,8,24,0.0,0,0,0.0,0.0,39.77,-104.88,0.0,0.0,0,0,0,0,0,31,0,0,0,
2575,1984,07,20,1984-07-20,15:50:00,3,CO,8,25,50.0,0,0,0.0,0.0,38.85,-102.17,0.0,0.0,0,0,0,0,0,17,0,0,0,
2579,1984,07,21,1984-07-21,14:38:00,3,CO,8,26,51.0,0,0,0.0,0.0,39.12,-108.52,0.0,0.0,0,0,0,0,0,77,0,0,0,
2682,1984,07,30,1984-07-30,18:30:00,3,CO,8,27,0.0,0,0,0.0,0.0,40.42,-104.68,0.0,0.0,0,0,0,0,0,123,0,0,0,
2134,1984,07,02,1984-07-02,19:30:00,3,CO,8,17,0.0,0,0,0.0,0.0,40.8,-103.17,0.0,0.0,0,0,0,0,0,75,0,0,0,
2137,1984,07,02,1984-07-02,21:00:00,3,CO,8,18,56.0,0,0,0.0,0.0,38.27,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,
2144,1984,07,03,1984-07-03,16:10:00,3,CO,8,19,79.0,0,0,0.0,0.0,38.42,-105.02,0.0,0.0,0,0,0,0,0,43,0,0,0,
2221,1984,07,06,1984-07-06,16:11:00,3,CO,8,20,57.0,0,0,0.0,0.0,39.75,-104.43,0.0,0.0,0,0,0,0,0,1,0,0,0,
2261,1984,07,08,1984-07-08,21:00:00,3,CO,8,21,0.0,0,0,0.0,0.0,38.43,-102.82,0.0,0.0,0,0,0,0,0,61,0,0,0,
2869,1984,08,19,1984-08-19,18:51:00,3,CO,8,29,64.0,0,0,0.0,0.0,39.12,-108.52,0.0,0.0,0,0,0,0,0,77,0,0,0,
2756,1984,08,07,1984-08-07,19:33:00,3,CO,8,28,51.0,0,0,0.0,0.0,38.25,-104.65,0.0,0.0,0,0,0,0,0,101,0,0,0,
3156,1984,09,21,1984-09-21,18:01:00,3,CO,8,30,50.0,0,0,0.0,0.0,38.53,-106.93,0.0,0.0,0,0,0,0,0,51,0,0,0,
865,1985,04,30,1985-04-30,19:10:00,3,CO,8,1,68.0,0,0,0.0,0.0,39.12,-108.52,0.0,0.0,0,0,0,0,0,77,0,0,0,
1999,1985,06,16,1985-06-16,16:00:00,3,CO,8,4,50.0,0,0,0.0,0.0,38.48,-107.87,0.0,0.0,0,0,0,0,0,85,0,0,0,
2003,1985,06,16,1985-06-16,16:12:00,3,CO,8,5,53.0,0,0,0.0,0.0,38.27,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,
2080,1985,06,20,1985-06-20,14:10:00,3,CO,8,6,52.0,0,0,0.0,0.0,40.7,-104.77,0.0,0.0,0,0,0,0,0,123,0,0,0,
2083,1985,06,20,1985-06-20,15:35:00,3,CO,8,7,52.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
2094,1985,06,20,1985-06-20,21:00:00,3,CO,8,8,53.0,0,0,0.0,0.0,39.57,-105.25,0.0,0.0,0,0,0,0,0,59,0,0,0,
2097,1985,06,21,1985-06-21,02:45:00,3,CO,8,9,52.0,0,0,0.0,0.0,40.17,-105.1,0.0,0.0,0,0,0,0,0,13,0,0,0,
2146,1985,06,23,1985-06-23,15:30:00,3,CO,8,10,0.0,0,0,0.0,0.0,40.08,-105.35,0.0,0.0,0,0,0,0,0,13,0,0,0,
2198,1985,06,24,1985-06-24,13:50:00,3,CO,8,11,0.0,0,0,0.0,0.0,39.62,-106.05,0.0,0.0,0,0,0,0,0,117,0,0,0,
2206,1985,06,24,1985-06-24,15:05:00,3,CO,8,12,50.0,0,0,0.0,0.0,40.4,-105.07,0.0,0.0,0,0,0,0,0,69,0,0,0,
2207,1985,06,24,1985-06-24,15:05:00,3,CO,8,13,60.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
2229,1985,06,25,1985-06-25,13:30:00,3,CO,8,14,54.0,0,0,0.0,0.0,40.5,-107.57,0.0,0.0,0,0,0,0,0,81,0,0,0,
2237,1985,06,25,1985-06-25,15:25:00,3,CO,8,15,0.0,0,0,0.0,0.0,39.72,-104.22,0.0,0.0,0,0,0,0,0,5,0,0,0,
2243,1985,06,25,1985-06-25,17:15:00,3,CO,8,16,0.0,0,0,0.0,0.0,38.82,-102.35,0.0,0.0,0,0,0,0,0,17,0,0,0,
2278,1985,06,30,1985-06-30,13:05:00,3,CO,8,17,52.0,0,0,0.0,0.0,40.7,-104.77,0.0,0.0,0,0,0,0,0,123,0,0,0,
1569,1985,06,03,1985-06-03,17:55:00,3,CO,8,2,53.0,0,0,0.0,0.0,40.4,-105.07,0.0,0.0,0,0,0,0,0,69,0,0,0,
1573,1985,06,03,1985-06-03,18:37:00,3,CO,8,3,60.0,0,0,0.0,0.0,40.35,-104.78,0.0,0.0,0,0,0,0,0,123,0,0,0,
2801,1985,07,18,1985-07-18,18:30:00,3,CO,8,20,61.0,0,0,0.0,0.0,39.3,-102.27,0.0,0.0,0,0,0,0,0,63,0,0,0,
2802,1985,07,18,1985-07-18,19:20:00,3,CO,8,21,61.0,0,0,0.0,0.0,39.3,-102.27,0.0,0.0,0,0,0,0,0,63,0,0,0,
2868,1985,07,29,1985-07-29,18:00:00,3,CO,8,22,0.0,0,0,0.0,0.0,37.33,-102.22,0.0,0.0,0,0,0,0,0,9,0,0,0,
2336,1985,07,04,1985-07-04,16:15:00,3,CO,8,18,61.0,0,0,0.0,0.0,39.55,-107.32,0.0,0.0,0,0,0,0,0,45,0,0,0,
2457,1985,07,07,1985-07-07,13:01:00,3,CO,8,19,52.0,0,0,0.0,0.0,40.77,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
3198,1985,08,16,1985-08-16,17:00:00,3,CO,8,23,0.0,0,0,0.0,0.0,39.67,-104.38,0.0,0.0,0,0,0,0,0,5,0,0,0,
3235,1985,08,18,1985-08-18,18:00:00,3,CO,8,24,0.0,0,0,0.0,0.0,37.37,-102.62,0.0,0.0,0,0,0,0,0,9,0,0,0,
3259,1985,08,20,1985-08-20,18:30:00,3,CO,8,25,0.0,0,0,0.0,0.0,38.17,-104.55,0.0,0.0,0,0,0,0,0,101,0,0,0,
3262,1985,08,20,1985-08-20,20:05:00,3,CO,8,26,51.0,0,0,0.0,0.0,39.72,-104.22,0.0,0.0,0,0,0,0,0,5,0,0,0,
3426,1985,08,31,1985-08-31,14:40:00,3,CO,8,27,52.0,0,0,0.0,0.0,39.7,-104.75,0.0,0.0,0,0,0,0,0,5,0,0,0,
3427,1985,08,31,1985-08-31,14:40:00,3,CO,8,28,52.0,0,0,0.0,0.0,39.73,-104.85,0.0,0.0,0,0,0,0,0,1,0,0,0,
3592,1985,09,22,1985-09-22,15:59:00,3,CO,8,31,51.0,0,0,0.0,0.0,38.25,-104.65,0.0,0.0,0,0,0,0,0,101,0,0,0,
3434,1985,09,01,1985-09-01,16:17:00,3,CO,8,29,56.0,0,0,0.0,0.0,39.73,-104.85,0.0,0.0,0,0,0,0,0,1,0,0,0,
3435,1985,09,01,1985-09-01,16:17:00,3,CO,8,30,56.0,0,0,0.0,0.0,39.72,-104.82,0.0,0.0,0,0,0,0,0,5,0,0,0,
399,1986,04,02,1986-04-02,19:10:00,3,CO,8,1,54.0,0,0,0.0,0.0,39.77,-104.88,0.0,0.0,0,0,0,0,0,31,0,0,0,
400,1986,04,02,1986-04-02,19:50:00,3,CO,8,2,54.0,0,0,0.0,0.0,40.78,-105.0,0.0,0.0,0,0,0,0,0,69,0,0,0,
668,1986,05,03,1986-05-03,14:15:00,3,CO,8,3,51.0,0,0,0.0,0.0,39.77,-104.88,0.0,0.0,0,0,0,0,0,31,0,0,0,
1423,1986,06,13,1986-06-13,15:48:00,3,CO,8,5,54.0,0,0,0.0,0.0,38.82,-104.72,0.0,0.0,0,0,0,0,0,41,0,0,0,
1611,1986,06,17,1986-06-17,22:00:00,3,CO,8,6,0.0,0,0,0.0,0.0,40.35,-105.07,0.0,0.0,0,0,0,0,0,69,0,0,0,
1678,1986,06,21,1986-06-21,17:14:00,3,CO,8,7,0.0,0,0,0.0,0.0,40.12,-103.62,0.0,0.0,0,0,0,0,0,87,0,0,0,
1303,1986,06,08,1986-06-08,17:00:00,3,CO,8,4,0.0,0,0,0.0,0.0,39.62,-105.0,0.0,0.0,0,0,0,0,0,5,0,0,0,
2359,1986,07,13,1986-07-13,17:55:00,3,CO,8,12,61.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
2363,1986,07,13,1986-07-13,18:35:00,3,CO,8,13,50.0,0,0,0.0,0.0,40.63,-104.32,0.0,0.0,0,0,0,0,0,123,0,0,0,
2367,1986,07,13,1986-07-13,19:20:00,3,CO,8,14,61.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
2483,1986,07,16,1986-07-16,19:15:00,3,CO,8,15,54.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
2002,1986,07,03,1986-07-03,17:40:00,3,CO,8,8,52.0,0,0,0.0,0.0,40.73,-105.1,0.0,0.0,0,0,0,0,0,69,0,0,0,
2025,1986,07,04,1986-07-04,17:03:00,3,CO,8,9,50.0,0,0,0.0,0.0,40.62,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
2026,1986,07,04,1986-07-04,17:19:00,3,CO,8,10,52.0,0,0,0.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
2170,1986,07,09,1986-07-09,18:30:00,3,CO,8,11,0.0,0,0,0.0,0.0,40.08,-102.23,0.0,0.0,0,0,0,0,0,125,0,0,0,
3772,1986,08,17,1986-08-17,18:30:00,3,CO,8,21,61.0,0,0,0.0,0.0,38.55,-106.92,0.0,0.0,0,0,0,0,0,51,0,0,0,
3808,1986,08,21,1986-08-21,20:41:00,3,CO,8,22,53.0,0,0,0.0,0.0,38.27,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,
3409,1986,08,03,1986-08-03,16:20:00,3,CO,8,16,52.0,0,0,0.0,0.0,39.03,-104.55,0.0,0.0,0,0,0,0,0,41,0,0,0,
3415,1986,08,03,1986-08-03,19:15:00,3,CO,8,17,52.0,0,0,0.0,0.0,39.7,-102.3,0.0,0.0,0,0,0,0,0,125,0,0,0,
3421,1986,08,04,1986-08-04,14:50:00,3,CO,8,18,50.0,0,0,0.0,0.0,40.63,-104.32,0.0,0.0,0,0,0,0,0,123,0,0,0,
3428,1986,08,04,1986-08-04,18:30:00,3,CO,8,19,61.0,0,0,0.0,0.0,40.02,-105.27,0.0,0.0,0,0,0,0,0,13,0,0,0,
3596,1986,08,08,1986-08-08,21:19:00,3,CO,8,20,55.0,0,0,0.0,0.0,38.25,-104.65,0.0,0.0,0,0,0,0,0,101,0,0,0,
483,1987,05,17,1987-05-17,15:49:00,3,CO,8,7,75.0,0,0,0.0,0.0,39.37,-104.87,0.0,0.0,0,0,0,0,0,35,0,0,0,
485,1987,05,17,1987-05-17,18:18:00,3,CO,8,8,75.0,0,0,0.0,0.0,40.17,-103.2,0.0,0.0,0,0,0,0,0,121,0,0,0,
375,1987,05,02,1987-05-02,18:25:00,3,CO,8,6,61.0,0,0,0.0,0.0,40.63,-102.62,0.0,0.0,0,0,0,0,0,95,0,0,0,
1536,1987,06,28,1987-06-28,15:35:00,3,CO,8,11,62.0,0,0,0.0,0.0,39.77,-104.88,0.0,0.0,0,0,0,0,0,31,0,0,0,
991,1987,06,09,1987-06-09,15:00:00,3,CO,8,10,0.0,0,1,4.0,0.0,39.73,-105.17,0.0,0.0,0,0,0,0,0,59,0,0,0,
2492,1987,07,19,1987-07-19,17:35:00,3,CO,8,16,60.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
2122,1987,07,08,1987-07-08,17:43:00,3,CO,8,12,61.0,0,0,0.0,0.0,38.73,-104.78,0.0,0.0,0,0,0,0,0,41,0,0,0,
2129,1987,07,08,1987-07-08,18:55:00,3,CO,8,13,58.0,0,0,0.0,0.0,38.73,-104.78,0.0,0.0,0,0,0,0,0,41,0,0,0,
2159,1987,07,09,1987-07-09,18:10:00,3,CO,8,14,60.0,0,0,0.0,0.0,40.17,-103.2,0.0,0.0,0,0,0,0,0,121,0,0,0,
2163,1987,07,09,1987-07-09,19:10:00,3,CO,8,15,58.0,0,0,0.0,0.0,40.05,-105.05,0.0,0.0,0,0,0,0,0,123,0,0,0,
3314,1987,08,11,1987-08-11,19:00:00,3,CO,8,21,61.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
3163,1987,08,04,1987-08-04,05:30:00,3,CO,8,17,0.0,0,0,4.0,0.0,40.5,-104.28,0.0,0.0,0,0,0,0,0,123,0,0,0,
3246,1987,08,06,1987-08-06,23:41:00,3,CO,8,18,57.0,0,0,3.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
3248,1987,08,07,1987-08-07,16:50:00,3,CO,8,19,53.0,0,0,0.0,0.0,40.63,-104.32,0.0,0.0,0,0,0,0,0,123,0,0,0,
3249,1987,08,07,1987-08-07,17:25:00,3,CO,8,20,56.0,0,0,0.0,0.0,40.35,-104.58,0.0,0.0,0,0,0,0,0,123,0,0,0,
3919,1987,09,26,1987-09-26,22:05:00,3,CO,8,22,0.0,0,0,3.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
51,1988,02,22,1988-02-22,21:22:00,3,CO,8,1,0.0,0,0,0.0,0.0,40.23,-104.93,0.0,0.0,0,0,0,0,0,123,0,0,0,
691,1988,05,16,1988-05-16,16:44:00,3,CO,8,2,66.0,0,0,0.0,0.0,38.83,-104.82,0.0,0.0,0,0,0,0,0,41,0,0,0,
700,1988,05,16,1988-05-16,18:45:00,3,CO,8,3,0.0,0,0,4.0,0.0,40.38,-104.68,0.0,0.0,0,0,0,0,0,123,0,0,0,
906,1988,05,25,1988-05-25,15:30:00,3,CO,8,4,0.0,0,0,4.0,0.0,40.25,-103.62,0.0,0.0,0,0,0,0,0,87,0,0,0,
918,1988,05,27,1988-05-27,16:52:00,3,CO,8,5,60.0,0,0,0.0,0.0,40.53,-105.05,0.0,0.0,0,0,0,0,0,69,0,0,0,
932,1988,05,30,1988-05-30,02:05:00,3,CO,8,6,60.0,0,0,0.0,0.0,39.22,-104.53,0.0,0.0,0,0,0,0,0,39,0,0,0,
1125,1988,06,10,1988-06-10,15:50:00,3,CO,8,9,60.0,0,0,3.0,0.0,39.77,-104.88,0.0,0.0,0,0,0,0,0,31,0,0,0,
1126,1988,06,10,1988-06-10,17:45:00,3,CO,8,10,58.0,0,0,0.0,0.0,38.55,-106.92,0.0,0.0,0,0,0,0,0,51,0,0,0,
1129,1988,06,11,1988-06-11,17:57:00,3,CO,8,11,60.0,0,0,0.0,0.0,38.25,-104.65,0.0,0.0,0,0,0,0,0,101,0,0,0,
1138,1988,06,13,1988-06-13,14:05:00,3,CO,8,12,59.0,0,0,0.0,0.0,38.27,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,
1145,1988,06,13,1988-06-13,20:30:00,3,CO,8,13,0.0,1,0,0.0,0.0,39.13,-103.18,0.0,0.0,0,0,0,0,0,73,0,0,0,
1157,1988,06,15,1988-06-15,17:45:00,3,CO,8,14,0.0,0,0,3.0,0.0,38.07,-102.9,0.0,0.0,0,0,0,0,0,11,0,0,0,
1353,1988,06,25,1988-06-25,15:20:00,3,CO,8,15,0.0,0,0,3.0,0.0,40.38,-105.07,0.0,0.0,0,0,0,0,0,69,0,0,0,
1379,1988,06,25,1988-06-25,17:30:00,3,CO,8,16,0.0,0,0,5.0,0.0,39.73,-104.93,0.0,0.0,0,0,0,0,0,31,0,0,0,
1404,1988,06,25,1988-06-25,20:30:00,3,CO,8,17,0.0,0,0,0.0,0.0,40.5,-104.28,0.0,0.0,0,0,0,0,0,123,0,0,0,
1013,1988,06,05,1988-06-05,15:30:00,3,CO,8,7,0.0,0,0,3.0,0.0,39.08,-108.45,0.0,0.0,0,0,0,0,0,77,0,0,0,
1032,1988,06,07,1988-06-07,19:30:00,3,CO,8,8,0.0,0,0,4.0,0.0,40.4,-105.05,0.0,0.0,0,0,0,0,0,69,0,0,0,
1750,1988,07,11,1988-07-11,19:35:00,3,CO,8,19,0.0,0,0,3.0,0.0,39.58,-102.12,0.0,0.0,0,0,0,0,0,63,0,0,0,
1776,1988,07,13,1988-07-13,15:30:00,3,CO,8,20,0.0,0,0,3.0,0.0,39.38,-104.75,0.0,0.0,0,0,0,0,0,35,0,0,0,
2145,1988,07,18,1988-07-18,18:53:00,3,CO,8,21,52.0,0,0,0.0,0.0,39.92,-103.58,0.0,0.0,0,0,0,0,0,121,0,0,0,
2147,1988,07,18,1988-07-18,20:12:00,3,CO,8,22,63.0,0,0,0.0,0.0,40.42,-104.62,0.0,0.0,0,0,0,0,0,123,0,0,0,
2148,1988,07,18,1988-07-18,20:40:00,3,CO,8,23,50.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
2192,1988,07,23,1988-07-23,15:30:00,3,CO,8,24,0.0,0,0,3.0,0.0,37.22,-107.6,0.0,0.0,0,0,0,0,0,67,0,0,0,
2200,1988,07,23,1988-07-23,19:00:00,3,CO,8,25,0.0,0,0,3.0,0.0,38.65,-103.53,0.0,0.0,0,0,0,0,0,73,0,0,0,
2202,1988,07,23,1988-07-23,19:04:00,3,CO,8,26,56.0,0,0,0.0,0.0,37.97,-103.55,0.0,0.0,0,0,0,0,0,89,0,0,0,
2344,1988,07,29,1988-07-29,17:30:00,3,CO,8,27,0.0,0,0,3.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
2346,1988,07,29,1988-07-29,19:24:00,3,CO,8,28,52.0,0,0,0.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
1633,1988,07,06,1988-07-06,20:56:00,3,CO,8,18,50.0,0,0,0.0,0.0,38.27,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,
2823,1988,08,11,1988-08-11,20:30:00,3,CO,8,33,0.0,0,0,5.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
3102,1988,08,18,1988-08-18,15:45:00,3,CO,8,34,0.0,0,0,4.0,0.0,37.37,-102.62,0.0,0.0,0,0,0,0,0,9,0,0,0,
2470,1988,08,01,1988-08-01,16:00:00,3,CO,8,29,0.0,0,0,4.0,0.0,38.2,-102.72,0.0,0.0,0,0,0,0,0,99,0,0,0,
2546,1988,08,03,1988-08-03,15:43:00,3,CO,8,30,52.0,0,0,3.0,0.0,40.42,-104.68,0.0,0.0,0,0,0,0,0,123,0,0,0,
2579,1988,08,03,1988-08-03,22:07:00,3,CO,8,31,64.0,0,0,6.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,
2725,1988,08,07,1988-08-07,15:30:00,3,CO,8,32,0.0,0,0,5.0,0.0,38.13,-102.85,0.0,0.0,0,0,0,0,0,11,0,0,0,
556,1989,04,19,1989-04-19,18:45:00,3,CO,8,1,68.0,0,0,0.0,0.0,39.75,-105.08,0.0,0.0,0,0,0,0,0,59,0,0,0,
606,1989,04,25,1989-04-25,17:57:00,3,CO,8,2,60.0,0,0,0.0,0.0,38.83,-104.82,0.0,0.0,0,0,0,0,0,41,0,0,0,
1291,1989,05,10,1989-05-10,12:28:00,3,CO,8,5,54.0,0,0,0.0,0.0,40.52,-107.53,0.0,0.0,0,0,0,0,0,81,0,0,0,
1295,1989,05,10,1989-05-10,13:49:00,3,CO,8,6,50.0,0,0,0.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
1296,1989,05,10,1989-05-10,14:01:00,3,CO,8,7,68.0,0,0,0.0,0.0,38.48,-107.87,0.0,0.0,0,0,0,0,0,85,0,0,0,
1299,1989,05,10,1989-05-10,14:45:00,3,CO,8,8,55.0,0,0,0.0,0.0,38.55,-106.92,0.0,0.0,0,0,0,0,0,51,0,0,0,
1312,1989,05,11,1989-05-11,16:35:00,3,CO,8,9,0.0,0,0,4.0,0.0,38.55,-106.92,0.0,0.0,0,0,0,0,0,51,0,0,0,
1318,1989,05,12,1989-05-12,15:30:00,3,CO,8,10,51.0,0,0,0.0,0.0,40.77,-103.17,0.0,0.0,0,0,0,0,0,75,0,0,0,
1444,1989,05,19,1989-05-19,08:00:00,3,CO,8,11,60.0,0,0,0.0,0.0,40.25,-103.8,0.0,0.0,0,0,0,0,0,87,0,0,0,
1445,1989,05,19,1989-05-19,08:00:00,3,CO,8,12,50.0,0,0,0.0,0.0,40.7,-104.77,0.0,0.0,0,0,0,0,0,123,0,0,0,
1700,1989,05,24,1989-05-24,15:30:00,3,CO,8,13,54.0,0,0,0.0,0.0,40.35,-104.7,0.0,0.0,0,0,0,0,0,123,0,0,0,
1913,1989,05,28,1989-05-28,15:30:00,3,CO,8,14,78.0,0,0,0.0,0.0,40.88,-105.47,0.0,0.0,0,0,0,0,0,69,0,0,0,
819,1989,05,03,1989-05-03,15:30:00,3,CO,8,3,0.0,0,0,4.0,0.0,39.05,-103.55,0.0,0.0,0,0,0,0,0,73,0,0,0,
1282,1989,05,09,1989-05-09,19:09:00,3,CO,8,4,54.0,0,0,3.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
2938,1989,06,19,1989-06-19,15:43:00,3,CO,8,16,0.0,0,0,4.0,0.0,37.97,-103.55,0.0,0.0,0,0,0,0,0,89,0,0,0,
2940,1989,06,19,1989-06-19,16:35:00,3,CO,8,17,0.0,0,0,4.0,0.0,38.22,-103.75,0.0,0.0,0,0,0,0,0,25,0,0,0,
2944,1989,06,19,1989-06-19,18:30:00,3,CO,8,18,0.0,0,0,3.0,0.0,40.12,-102.72,0.0,0.0,0,0,0,0,0,125,0,0,0,
3191,1989,06,27,1989-06-27,17:06:00,3,CO,8,19,58.0,0,0,0.0,0.0,40.7,-105.0,0.0,0.0,0,0,0,0,0,69,0,0,0,
2026,1989,06,02,1989-06-02,03:04:00,3,CO,8,15,54.0,0,0,0.0,0.0,37.17,-104.52,0.0,0.0,0,0,0,0,0,71,0,0,0,
3715,1989,07,13,1989-07-13,18:37:00,3,CO,8,23,0.0,0,0,0.0,0.0,39.37,-104.87,0.0,0.0,0,0,0,0,0,35,0,0,0,
3719,1989,07,13,1989-07-13,20:33:00,3,CO,8,24,50.0,0,0,0.0,0.0,38.83,-104.82,0.0,0.0,0,0,0,0,0,41,0,0,0,
3722,1989,07,14,1989-07-14,12:00:00,3,CO,8,25,51.0,0,0,0.0,0.0,39.08,-104.88,0.0,0.0,0,0,0,0,0,41,0,0,0,
3726,1989,07,14,1989-07-14,15:00:00,3,CO,8,26,52.0,100,0,5.0,0.0,37.38,-103.83,0.0,0.0,0,0,0,0,0,71,0,0,0,
3727,1989,07,14,1989-07-14,15:30:00,3,CO,8,27,67.0,0,0,3.0,0.0,37.97,-103.55,0.0,0.0,0,0,0,0,0,89,0,0,0,
3729,1989,07,14,1989-07-14,16:00:00,3,CO,8,28,0.0,0,0,4.0,0.0,38.07,-103.22,0.0,0.0,0,0,0,0,0,11,0,0,0,
3756,1989,07,15,1989-07-15,18:17:00,3,CO,8,29,0.0,0,0,0.0,0.0,40.53,-104.63,0.0,0.0,0,0,0,0,0,123,0,0,0,
3969,1989,07,22,1989-07-22,20:30:00,3,CO,8,30,0.0,0,0,3.0,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,
