om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
10120,2005,08,23,2005-08-23,18:57:00,3,CO,8,86,52.0,0,0,0.0,0.0,39.3,-103.23,0.0,0.0,0,0,0,0,0,73,0,0,0,
10122,2005,08,23,2005-08-23,19:06:00,3,CO,8,87,52.0,0,0,0.0,0.0,39.25,-103.7,0.0,0.0,0,0,0,0,0,73,0,0,0,
10191,2005,08,25,2005-08-25,17:20:00,3,CO,8,88,52.0,0,0,0.0,0.0,40.05,-103.05,0.0,0.0,0,0,0,0,0,121,0,0,0,
10192,2005,08,25,2005-08-25,18:14:00,3,CO,8,89,52.0,0,0,0.0,0.0,40.58,-102.3,0.0,0.0,0,0,0,0,0,95,0,0,0,
10299,2005,08,27,2005-08-27,20:55:00,3,CO,8,90,65.0,0,0,0.0,0.0,39.62,-102.65,0.0,0.0,0,0,0,0,0,125,0,0,0,
8722,2005,08,03,2005-08-03,17:49:00,3,CO,8,79,52.0,0,0,0.0,0.0,40.63,-103.5,0.0,0.0,0,0,0,0,0,75,0,0,0,
10516,2005,09,12,2005-09-12,03:00:00,3,CO,8,91,50.0,0,0,0.02,0.0,39.33,-108.22,0.0,0.0,0,0,0,0,0,77,0,0,0,
10807,2005,09,14,2005-09-14,16:54:00,3,CO,8,92,50.0,0,0,0.0,0.0,38.27,-104.48,0.0,0.0,0,0,0,0,0,101,0,0,0,
10995,2005,09,21,2005-09-21,17:10:00,3,CO,8,93,57.0,0,0,0.0,0.0,39.0,-108.73,0.0,0.0,0,0,0,0,0,77,0,0,0,
10996,2005,09,21,2005-09-21,18:05:00,3,CO,8,94,57.0,0,0,0.0,0.0,39.17,-108.12,0.0,0.0,0,0,0,0,0,77,0,0,0,
11009,2005,09,22,2005-09-22,16:35:00,3,CO,8,95,53.0,0,0,0.02,0.0,39.15,-108.63,0.0,0.0,0,0,0,0,0,77,0,0,0,
11134,2005,09,27,2005-09-27,16:15:00,3,CO,8,96,74.0,0,0,0.0,0.0,39.65,-106.83,0.0,0.0,0,0,0,0,0,37,0,0,0,
11135,2005,09,27,2005-09-27,16:35:00,3,CO,8,97,53.0,0,0,0.04,0.0,39.15,-108.62,0.0,0.0,0,0,0,0,0,77,0,0,0,
11136,2005,09,27,2005-09-27,17:22:00,3,CO,8,98,50.0,0,0,0.0,0.0,39.23,-107.97,0.0,0.0,0,0,0,0,0,77,0,0,0,
13269,2006,10,25,2006-10-25,15:44:00,3,CO,8,111,54.0,0,0,0.003,0.0,39.19,-108.73,39.12,-108.52,0,0,0,0,0,77,0,0,0,MG
13270,2006,10,25,2006-10-25,16:48:00,3,CO,8,112,52.0,0,0,0.02,0.0,37.35,-108.58,37.3,-108.63,0,0,0,0,0,83,0,0,0,MG
13271,2006,10,25,2006-10-25,17:15:00,3,CO,8,113,51.0,0,0,0.0,0.0,38.85,-107.69,38.86,-107.72,0,0,0,0,0,29,0,0,0,MG
2523,2006,04,23,2006-04-23,21:25:00,3,CO,8,7,56.0,0,0,0.0,0.0,40.17,-103.2,0.0,0.0,0,0,0,0,0,121,0,0,0,MG
2525,2006,04,23,2006-04-23,22:06:00,3,CO,8,8,56.0,0,0,0.001,0.0,40.07,-102.72,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
1769,2006,04,05,2006-04-05,12:03:00,3,CO,8,1,52.0,0,0,0.01,0.0,37.27,-107.02,0.0,0.0,0,0,0,0,0,7,0,0,0,EG
1770,2006,04,05,2006-04-05,12:45:00,3,CO,8,2,56.0,0,0,0.0,0.0,39.6,-108.8,0.0,0.0,0,0,0,0,0,45,0,0,0,MG
1771,2006,04,05,2006-04-05,14:30:00,3,CO,8,3,60.0,0,0,0.0,0.0,37.77,-108.9,0.0,0.0,0,0,0,0,0,33,0,0,0,MG
1772,2006,04,05,2006-04-05,14:41:00,3,CO,8,4,54.0,0,0,0.0,0.0,39.17,-108.75,0.0,0.0,0,0,0,0,0,77,0,0,0,MG
1773,2006,04,05,2006-04-05,15:00:00,3,CO,8,5,53.0,0,0,0.0,0.0,39.43,-108.05,0.0,0.0,0,0,0,0,0,45,0,0,0,MG
1774,2006,04,05,2006-04-05,15:30:00,3,CO,8,6,55.0,0,0,0.0,0.0,39.6,-108.8,0.0,0.0,0,0,0,0,0,45,0,0,0,MG
3660,2006,05,22,2006-05-22,11:45:00,3,CO,8,10,52.0,0,0,0.0,0.0,39.33,-106.98,0.0,0.0,0,0,0,0,0,97,0,0,0,EG
3659,2006,05,22,2006-05-22,11:45:00,3,CO,8,9,52.0,0,0,0.0,0.0,39.4,-107.08,0.0,0.0,0,0,0,0,0,37,0,0,0,EG
3661,2006,05,22,2006-05-22,12:50:00,3,CO,8,11,50.0,0,0,0.0,0.0,40.05,-107.88,0.0,0.0,0,0,0,0,0,103,0,0,0,MG
3663,2006,05,22,2006-05-22,13:15:00,3,CO,8,12,63.0,0,0,0.0,0.0,40.03,-108.2,0.0,0.0,0,0,0,0,0,103,0,0,0,MG
3664,2006,05,22,2006-05-22,13:20:00,3,CO,8,13,54.0,0,0,0.0,0.0,39.47,-107.15,0.0,0.0,0,0,0,0,0,97,0,0,0,MG
3667,2006,05,22,2006-05-22,14:15:00,3,CO,8,14,57.0,0,0,0.0,0.0,40.03,-108.2,0.0,0.0,0,0,0,0,0,103,0,0,0,MG
3668,2006,05,22,2006-05-22,14:20:00,3,CO,8,15,56.0,0,0,0.0,0.0,39.47,-107.15,0.0,0.0,0,0,0,0,0,97,0,0,0,MG
3671,2006,05,22,2006-05-22,14:45:00,3,CO,8,16,51.0,0,0,0.0,0.0,40.78,-107.82,0.0,0.0,0,0,0,0,0,81,0,0,0,MG
3677,2006,05,22,2006-05-22,15:30:00,3,CO,8,17,87.0,0,0,1.25,0.0,38.83,-104.38,0.0,0.0,0,0,0,0,0,41,0,0,0,EG
3678,2006,05,22,2006-05-22,15:43:00,3,CO,8,18,56.0,0,0,0.0,0.0,38.82,-104.35,0.0,0.0,0,0,0,0,0,41,0,0,0,MG
3690,2006,05,22,2006-05-22,17:52:00,3,CO,8,19,56.0,0,0,0.0,0.0,37.17,-104.52,0.0,0.0,0,0,0,0,0,71,0,0,0,MG
3693,2006,05,22,2006-05-22,18:19:00,3,CO,8,20,54.0,0,0,0.0,0.0,39.65,-106.83,0.0,0.0,0,0,0,0,0,37,0,0,0,MG
3694,2006,05,22,2006-05-22,18:30:00,3,CO,8,21,63.0,0,0,0.0,0.0,38.98,-103.1,0.0,0.0,0,0,0,0,0,17,0,0,0,MG
3696,2006,05,22,2006-05-22,19:00:00,3,CO,8,22,61.0,0,0,0.0,0.0,39.53,-103.07,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
3697,2006,05,22,2006-05-22,19:10:00,3,CO,8,23,52.0,0,0,0.0,0.0,38.42,-106.3,0.0,0.0,0,0,0,0,0,51,0,0,0,MG
3698,2006,05,22,2006-05-22,19:25:00,3,CO,8,24,50.0,0,0,0.0,0.0,38.23,-108.57,0.0,0.0,0,0,0,0,0,85,0,0,0,MG
3699,2006,05,22,2006-05-22,19:50:00,3,CO,8,25,50.0,0,0,0.0,0.0,38.42,-106.3,0.0,0.0,0,0,0,0,0,51,0,0,0,MG
3701,2006,05,22,2006-05-22,20:31:00,3,CO,8,26,51.0,0,0,0.0,0.0,37.17,-104.52,0.0,0.0,0,0,0,0,0,71,0,0,0,MG
3702,2006,05,22,2006-05-22,20:43:00,3,CO,8,27,63.0,0,0,0.0,0.0,39.7,-105.7,0.0,0.0,0,0,0,0,0,19,0,0,0,MG
3703,2006,05,22,2006-05-22,21:11:00,3,CO,8,28,57.0,0,0,0.0,0.0,38.83,-104.82,0.0,0.0,0,0,0,0,0,41,0,0,0,MG
3704,2006,05,22,2006-05-22,21:18:00,3,CO,8,29,52.0,0,0,0.0,0.0,39.37,-104.87,0.0,0.0,0,0,0,0,0,35,0,0,0,MG
3705,2006,05,22,2006-05-22,21:27:00,3,CO,8,30,54.0,0,0,0.0,0.0,39.55,-104.73,0.0,0.0,0,0,0,0,0,35,0,0,0,MG
3707,2006,05,22,2006-05-22,21:40:00,3,CO,8,31,61.0,0,0,0.0,0.0,39.52,-104.55,0.0,0.0,0,0,0,0,0,39,0,0,0,EG
3708,2006,05,22,2006-05-22,21:57:00,3,CO,8,32,64.0,0,0,0.0,0.0,39.47,-104.3,0.0,0.0,0,0,0,0,0,39,0,0,0,MG
3709,2006,05,22,2006-05-22,21:58:00,3,CO,8,33,51.0,0,0,0.0,0.0,40.17,-105.1,0.0,0.0,0,0,0,0,0,13,0,0,0,MG
3711,2006,05,22,2006-05-22,22:00:00,3,CO,8,35,57.0,0,0,0.0,0.0,39.7,-104.25,0.0,0.0,0,0,0,0,0,5,0,0,0,MG
3710,2006,05,22,2006-05-22,22:00:00,3,CO,8,34,55.0,0,0,0.0,0.0,39.38,-104.23,0.0,0.0,0,0,0,0,0,39,0,0,0,MG
3712,2006,05,22,2006-05-22,22:04:00,3,CO,8,36,54.0,0,0,0.0,0.0,39.73,-104.43,0.0,0.0,0,0,0,0,0,1,0,0,0,MG
3713,2006,05,22,2006-05-22,22:32:00,3,CO,8,37,50.0,0,0,0.0,0.0,39.27,-103.7,0.0,0.0,0,0,0,0,0,73,0,0,0,MG
3714,2006,05,22,2006-05-22,23:00:00,3,CO,8,38,61.0,0,0,0.0,0.0,40.25,-103.95,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
3715,2006,05,23,2006-05-23,00:08:00,3,CO,8,39,63.0,0,0,0.0,0.0,40.68,-102.83,0.0,0.0,0,0,0,0,0,75,0,0,0,MG
3716,2006,05,23,2006-05-23,00:11:00,3,CO,8,40,52.0,0,0,0.0,0.0,40.85,-102.8,0.0,0.0,0,0,0,0,0,75,0,0,0,MG
4144,2006,05,25,2006-05-25,19:50:00,3,CO,8,41,61.0,0,0,0.0,0.0,40.07,-104.63,0.0,0.0,0,0,0,0,0,123,0,0,0,EG
4156,2006,05,25,2006-05-25,20:36:00,3,CO,8,42,52.0,0,0,0.0,0.0,40.47,-104.32,0.0,0.0,0,0,0,0,0,123,0,0,0,EG
4167,2006,05,25,2006-05-25,21:28:00,3,CO,8,43,52.0,0,0,0.0,0.0,40.87,-103.95,0.0,0.0,0,0,0,0,0,123,0,0,0,MG
4416,2006,05,28,2006-05-28,14:13:00,3,CO,8,44,52.0,0,0,0.001,0.0,39.4,-107.22,0.0,0.0,0,0,0,0,0,45,0,0,0,EG
4551,2006,05,30,2006-05-30,04:35:00,3,CO,8,45,52.0,0,0,0.0,0.0,37.93,-102.12,0.0,0.0,0,0,0,0,0,99,0,0,0,EG
4771,2006,05,31,2006-05-31,18:00:00,3,CO,8,46,52.0,0,0,0.0,0.0,39.0,-102.78,0.0,0.0,0,0,0,0,0,17,0,0,0,EG
4781,2006,05,31,2006-05-31,18:40:00,3,CO,8,47,52.0,0,0,0.0,0.0,39.05,-102.17,0.0,0.0,0,0,0,0,0,17,0,0,0,EG
4782,2006,05,31,2006-05-31,19:00:00,3,CO,8,48,52.0,0,0,0.0,0.0,38.85,-102.17,0.0,0.0,0,0,0,0,0,17,0,0,0,EG
5201,2006,06,10,2006-06-10,17:35:00,3,CO,8,56,52.0,0,0,0.0,0.0,39.68,-103.07,0.0,0.0,0,0,0,0,0,121,0,0,0,MG
5204,2006,06,10,2006-06-10,17:59:00,3,CO,8,57,60.0,0,0,0.0,0.0,39.62,-102.85,0.0,0.0,0,0,0,0,0,121,0,0,0,EG
5400,2006,06,14,2006-06-14,15:55:00,3,CO,8,58,61.0,0,0,0.0,0.0,38.05,-102.12,0.0,0.0,0,0,0,0,0,99,0,0,0,EG
5401,2006,06,14,2006-06-14,15:57:00,3,CO,8,59,61.0,0,0,0.0,0.0,38.03,-102.12,0.0,0.0,0,0,0,0,0,99,0,0,0,EG
5411,2006,06,14,2006-06-14,17:20:00,3,CO,8,60,55.0,0,0,0.02,0.0,37.03,-107.4,0.0,0.0,0,0,0,0,0,7,0,0,0,EG
5523,2006,06,16,2006-06-16,15:00:00,3,CO,8,61,76.0,0,0,0.0,0.0,37.23,-102.1,0.0,0.0,0,0,0,0,0,9,0,0,0,EG
5902,2006,06,19,2006-06-19,17:00:00,3,CO,8,62,70.0,0,0,0.0,0.0,39.07,-103.55,0.0,0.0,0,0,0,0,0,73,0,0,0,EG
6000,2006,06,20,2006-06-20,18:50:00,3,CO,8,63,50.0,0,0,0.0,0.0,39.07,-103.07,0.0,0.0,0,0,0,0,0,63,0,0,0,MG
6001,2006,06,20,2006-06-20,19:10:00,3,CO,8,64,52.0,0,0,0.0,0.0,39.12,-102.88,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
6003,2006,06,20,2006-06-20,19:40:00,3,CO,8,65,52.0,0,0,0.0,0.0,40.12,-102.72,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
6005,2006,06,20,2006-06-20,20:05:00,3,CO,8,66,52.0,0,0,0.0,0.0,40.08,-102.37,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
6106,2006,06,21,2006-06-21,16:07:00,3,CO,8,67,58.0,0,0,0.0,0.0,37.97,-103.55,0.0,0.0,0,0,0,0,0,89,0,0,0,EG
6116,2006,06,21,2006-06-21,16:34:00,3,CO,8,68,58.0,0,0,0.0,0.0,38.0,-103.55,0.0,0.0,0,0,0,0,0,89,0,0,0,MG
6137,2006,06,21,2006-06-21,17:08:00,3,CO,8,69,62.0,0,0,0.01,0.0,37.92,-103.22,0.0,0.0,0,0,0,0,0,11,0,0,0,EG
6146,2006,06,21,2006-06-21,17:34:00,3,CO,8,70,55.0,0,0,0.0,0.0,37.4,-102.62,0.0,0.0,0,0,0,0,0,9,0,0,0,EG
6216,2006,06,21,2006-06-21,20:51:00,3,CO,8,71,52.0,0,0,0.0,0.0,39.3,-102.75,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
6341,2006,06,22,2006-06-22,13:12:00,3,CO,8,72,52.0,0,0,0.0,0.0,39.03,-105.03,0.0,0.0,0,0,0,0,0,119,0,0,0,EG
6470,2006,06,22,2006-06-22,16:03:00,3,CO,8,73,52.0,0,0,0.0,0.0,38.7,-103.5,0.0,0.0,0,0,0,0,0,73,0,0,0,EG
6815,2006,06,24,2006-06-24,19:00:00,3,CO,8,74,60.0,0,0,0.0,0.0,39.53,-105.08,0.0,0.0,0,0,0,0,0,35,0,0,0,EG
6816,2006,06,24,2006-06-24,19:10:00,3,CO,8,75,52.0,0,0,0.0,0.0,39.43,-104.97,0.0,0.0,0,0,0,0,0,35,0,0,0,MG
4927,2006,06,03,2006-06-03,14:00:00,3,CO,8,49,62.0,0,0,0.0,0.0,38.82,-102.35,0.0,0.0,0,0,0,0,0,17,0,0,0,MG
5038,2006,06,05,2006-06-05,16:43:00,3,CO,8,50,70.0,0,0,0.0,0.0,39.13,-103.58,0.0,0.0,0,0,0,0,0,73,0,0,0,EG
5039,2006,06,05,2006-06-05,16:45:00,3,CO,8,51,60.0,0,0,0.0,0.0,39.93,-102.95,0.0,0.0,0,0,0,0,0,121,0,0,0,EG
5059,2006,06,05,2006-06-05,19:34:00,3,CO,8,52,55.0,0,0,0.0,0.0,39.3,-102.27,0.0,0.0,0,0,0,0,0,63,0,0,0,MG
5148,2006,06,07,2006-06-07,18:10:00,3,CO,8,53,53.0,0,0,0.0,0.0,39.6,-108.8,0.0,0.0,0,0,0,0,0,45,0,0,0,MG
5165,2006,06,08,2006-06-08,16:04:00,3,CO,8,54,55.0,0,0,0.0,0.0,39.65,-106.83,0.0,0.0,0,0,0,0,0,37,0,0,0,MG
5180,2006,06,08,2006-06-08,19:50:00,3,CO,8,55,57.0,0,0,0.0,0.0,37.37,-108.6,0.0,0.0,0,0,0,0,0,83,0,0,0,MG
7725,2006,07,11,2006-07-11,18:15:00,3,CO,8,83,56.0,0,0,0.0,0.0,40.35,-102.62,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7735,2006,07,11,2006-07-11,19:31:00,3,CO,8,84,56.0,0,0,0.0,0.0,40.07,-102.65,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7778,2006,07,12,2006-07-12,16:43:00,3,CO,8,85,52.0,0,0,0.0,0.0,39.55,-107.32,0.0,0.0,0,0,0,0,0,45,0,0,0,EG
8306,2006,07,17,2006-07-17,17:57:00,3,CO,8,86,51.0,0,0,0.0,0.0,37.45,-105.88,0.0,0.0,0,0,0,0,0,3,0,0,0,MG
8341,2006,07,17,2006-07-17,20:45:00,3,CO,8,87,60.0,0,0,0.0,0.0,39.35,-103.9,0.0,0.0,0,0,0,0,0,39,0,0,0,EG
8346,2006,07,17,2006-07-17,20:50:00,3,CO,8,89,60.0,0,0,0.0,0.0,39.28,-103.8,0.0,0.0,0,0,0,0,0,39,0,0,0,EG
8345,2006,07,17,2006-07-17,20:50:00,3,CO,8,88,60.0,0,0,0.0,0.0,39.28,-103.82,0.0,0.0,0,0,0,0,0,39,0,0,0,EG
8353,2006,07,17,2006-07-17,21:00:00,3,CO,8,90,67.0,0,0,0.0,0.0,39.32,-103.87,0.0,0.0,0,0,0,0,0,39,0,0,0,MG
8369,2006,07,17,2006-07-17,21:32:00,3,CO,8,91,52.0,0,0,0.0,0.0,39.45,-103.5,0.0,0.0,0,0,0,0,0,73,0,0,0,EG
9099,2006,07,20,2006-07-20,19:22:00,3,CO,8,92,50.0,0,0,0.0,0.0,39.3,-102.88,0.0,0.0,0,0,0,0,0,63,0,0,0,MG
9102,2006,07,20,2006-07-20,19:31:00,3,CO,8,93,52.0,0,0,0.0,0.0,40.15,-103.2,0.0,0.0,0,0,0,0,0,121,0,0,0,EG
9106,2006,07,20,2006-07-20,20:37:00,3,CO,8,94,53.0,0,0,0.0,0.0,40.48,-103.35,0.0,0.0,0,0,0,0,0,75,0,0,0,MG
9614,2006,07,26,2006-07-26,13:10:00,3,CO,8,95,52.0,0,0,0.0,0.0,39.53,-107.72,0.0,0.0,0,0,0,0,0,45,0,0,0,MG
9636,2006,07,26,2006-07-26,17:44:00,3,CO,8,96,50.0,0,0,0.0,0.0,39.92,-103.18,0.0,0.0,0,0,0,0,0,121,0,0,0,MG
9639,2006,07,26,2006-07-26,18:05:00,3,CO,8,97,52.0,0,0,0.0,0.0,39.97,-103.05,0.0,0.0,0,0,0,0,0,121,0,0,0,EG
10285,2006,07,31,2006-07-31,18:00:00,3,CO,8,98,56.0,0,0,0.0,0.0,39.3,-102.27,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
7407,2006,07,04,2006-07-04,16:00:00,3,CO,8,76,65.0,0,0,1.0,0.0,40.57,-102.28,0.0,0.0,0,0,0,0,0,95,0,0,0,EG
7412,2006,07,04,2006-07-04,16:10:00,3,CO,8,77,52.0,0,0,0.0,0.0,40.43,-102.48,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7417,2006,07,04,2006-07-04,16:15:00,3,CO,8,78,52.0,0,0,0.0,0.0,40.38,-102.45,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7447,2006,07,04,2006-07-04,16:50:00,3,CO,8,79,52.0,0,0,0.0,0.0,40.25,-102.42,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7460,2006,07,04,2006-07-04,17:05:00,3,CO,8,80,52.0,0,0,0.0,0.0,40.12,-102.48,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7473,2006,07,04,2006-07-04,17:30:00,3,CO,8,81,52.0,0,0,0.0,0.0,40.07,-102.72,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
7501,2006,07,04,2006-07-04,20:15:00,3,CO,8,82,60.0,0,0,0.0,0.0,39.68,-104.32,0.0,0.0,0,0,0,0,0,5,0,0,0,EG
11814,2006,08,17,2006-08-17,18:25:00,3,CO,8,101,52.0,0,0,0.0,0.0,38.87,-102.67,0.0,0.0,0,0,0,0,0,17,0,0,0,MG
12319,2006,08,26,2006-08-26,17:35:00,3,CO,8,102,61.0,0,0,0.0,0.0,38.33,-104.75,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
12320,2006,08,26,2006-08-26,17:50:00,3,CO,8,103,51.0,3,0,1.0,0.0,38.3,-104.6,0.0,0.0,0,0,0,0,0,101,0,0,0,MG
12322,2006,08,26,2006-08-26,18:03:00,3,CO,8,104,60.0,0,0,0.0,0.0,38.3,-104.5,0.0,0.0,0,0,0,0,0,101,0,0,0,MG
12323,2006,08,26,2006-08-26,18:15:00,3,CO,8,105,60.0,0,0,0.04,0.0,38.3,-104.5,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
12325,2006,08,26,2006-08-26,18:30:00,3,CO,8,106,58.0,0,0,0.0,0.0,38.25,-104.25,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
12445,2006,08,31,2006-08-31,20:23:00,3,CO,8,107,56.0,0,0,0.0,0.0,39.63,-102.2,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
10360,2006,08,01,2006-08-01,18:50:00,3,CO,8,99,62.0,0,0,0.0,0.0,39.63,-104.8,0.0,0.0,0,0,0,0,0,5,0,0,0,EG
11122,2006,08,07,2006-08-07,21:00:00,3,CO,8,100,70.0,0,0,0.0,0.0,40.48,-102.25,0.0,0.0,0,0,0,0,0,95,0,0,0,EG
12663,2006,09,20,2006-09-20,13:46:00,3,CO,8,110,52.0,0,0,0.0,0.0,37.05,-108.58,0.0,0.0,0,0,0,0,0,83,0,0,0,MG
12448,2006,09,01,2006-09-01,15:30:00,3,CO,8,108,70.0,0,0,0.0,0.0,39.03,-104.6,0.0,0.0,0,0,0,0,0,41,0,0,0,EG
12449,2006,09,01,2006-09-01,16:20:00,3,CO,8,109,52.0,0,0,0.0,0.0,39.35,-103.13,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
12723,2007,10,04,2007-10-04,17:24:00,3,CO,8,78,58.0,0,0,0.0,0.0,39.12,-108.52,39.1,-108.35,0,0,0,0,0,77,0,0,0,EG
12732,2007,10,05,2007-10-05,10:37:00,3,CO,8,79,52.0,0,0,0.0,0.0,37.58,-105.84,0.0,0.0,0,0,0,0,0,3,0,0,0,EG
900,2007,03,28,2007-03-28,17:40:00,3,CO,8,4,60.0,0,0,0.0,0.0,38.47,-102.28,0.0,0.0,0,0,0,0,0,61,0,0,0,EG
650,2007,04,23,2007-04-23,17:26:00,3,CO,8,2,52.0,0,0,0.0,0.0,40.22,-103.79,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
649,2007,04,23,2007-04-23,23:30:00,3,CO,8,1,61.0,0,0,0.0,0.0,40.49,-102.18,0.0,0.0,0,0,0,0,0,95,0,0,0,EG
2220,2007,04,24,2007-04-24,14:02:00,3,CO,8,11,56.0,0,0,0.0,0.0,39.11,-102.37,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
758,2007,05,14,2007-05-14,19:33:00,3,CO,8,3,70.0,0,0,0.0,0.0,39.67,-104.77,0.0,0.0,0,0,0,0,0,5,0,0,0,EG
2822,2007,05,14,2007-05-14,21:19:00,3,CO,8,19,55.0,0,0,0.0,0.0,38.07,-102.68,0.0,0.0,0,0,0,0,0,99,0,0,0,MG
2823,2007,05,14,2007-05-14,21:25:00,3,CO,8,20,55.0,0,0,0.0,0.0,38.07,-102.62,0.0,0.0,0,0,0,0,0,99,0,0,0,MG
1797,2007,05,22,2007-05-22,17:35:00,3,CO,8,6,56.0,0,0,0.015,0.0,38.97,-102.17,0.0,0.0,0,0,0,0,0,17,0,0,0,EG
3240,2007,05,22,2007-05-22,18:34:00,3,CO,8,26,52.0,0,0,0.0,0.0,38.07,-103.22,0.0,0.0,0,0,0,0,0,11,0,0,0,EG
2038,2007,05,29,2007-05-29,17:00:00,3,CO,8,8,70.0,0,0,0.0,0.0,40.07,-102.51,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
3262,2007,05,29,2007-05-29,17:36:00,3,CO,8,27,52.0,0,0,0.0,0.0,38.23,-104.65,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
2039,2007,05,29,2007-05-29,18:04:00,3,CO,8,9,57.0,0,0,0.0,0.0,39.3,-102.12,0.0,0.0,0,0,0,0,0,63,0,0,0,MG
2119,2007,05,29,2007-05-29,18:35:00,3,CO,8,10,52.0,0,0,0.0,0.0,39.42,-102.66,0.0,0.0,0,0,0,0,0,63,0,0,0,EG
2000,2007,05,30,2007-05-30,17:42:00,3,CO,8,7,56.0,0,0,0.0,0.0,39.32,-102.28,0.0,0.0,0,0,0,0,0,63,0,0,0,MG
909,2007,05,04,2007-05-04,23:55:00,3,CO,8,5,75.0,0,0,0.0,0.0,40.29,-102.48,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
2360,2007,06,11,2007-06-11,18:45:00,3,CO,8,12,52.0,0,0,0.0,0.0,40.38,-102.51,0.0,0.0,0,0,0,0,0,125,0,0,0,EG
2978,2007,06,22,2007-06-22,15:45:00,3,CO,8,24,60.0,0,0,0.0,0.0,40.23,-104.13,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
5402,2007,06,22,2007-06-22,18:28:00,3,CO,8,35,52.0,0,0,0.0,0.0,38.07,-102.68,0.0,0.0,0,0,0,0,0,99,0,0,0,MG
2386,2007,06,22,2007-06-22,19:00:00,3,CO,8,13,53.0,0,0,0.0,0.0,39.62,-102.6,0.0,0.0,0,0,0,0,0,125,0,0,0,MG
5403,2007,06,23,2007-06-23,17:51:00,3,CO,8,36,54.0,0,0,0.0,0.0,38.09,-106.14,0.0,0.0,0,0,0,0,0,109,0,0,0,MG
3013,2007,06,24,2007-06-24,16:40:00,3,CO,8,25,60.0,0,0,0.0,0.0,40.09,-104.77,0.0,0.0,0,0,0,0,0,123,0,0,0,EG
2977,2007,06,25,2007-06-25,19:46:00,3,CO,8,23,56.0,0,0,0.0,0.0,40.91,-103.83,0.0,0.0,0,0,0,0,0,123,0,0,0,EG
5404,2007,06,26,2007-06-26,17:10:00,3,CO,8,37,63.0,0,0,0.0,0.0,37.98,-103.54,0.0,0.0,0,0,0,0,0,89,0,0,0,MG
6670,2007,06,26,2007-06-26,18:10:00,3,CO,8,41,78.0,0,0,0.08,0.0,37.86,-103.61,37.87,-103.6,0,0,0,0,0,89,0,0,0,EG
5405,2007,06,26,2007-06-26,18:50:00,3,CO,8,38,52.0,0,0,0.0,0.0,38.12,-104.02,0.0,0.0,0,0,0,0,0,89,0,0,0,EG
5406,2007,06,06,2007-06-06,10:00:00,3,CO,8,39,80.0,0,0,0.0,0.0,39.65,-106.83,0.0,0.0,0,0,0,0,0,37,0,0,0,MG
6630,2007,07,12,2007-07-12,15:40:00,3,CO,8,40,60.0,0,0,0.0,0.0,40.58,-105.08,0.0,0.0,0,0,0,0,0,69,0,0,0,EG
2976,2007,07,12,2007-07-12,16:20:00,3,CO,8,22,70.0,0,0,0.0,0.0,40.26,-103.63,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
2975,2007,07,12,2007-07-12,16:20:00,3,CO,8,21,61.0,0,0,0.0,0.0,40.27,-103.63,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
8209,2007,07,14,2007-07-14,06:00:00,3,CO,8,47,52.0,0,0,0.01,0.0,40.52,-107.53,0.0,0.0,0,0,0,0,0,81,0,0,0,EG
7247,2007,07,14,2007-07-14,17:57:00,3,CO,8,44,50.0,0,0,0.0,0.0,40.5,-107.52,0.0,0.0,0,0,0,0,0,81,0,0,0,MG
8210,2007,07,14,2007-07-14,19:45:00,3,CO,8,48,50.0,0,0,0.005,0.0,40.03,-107.92,0.0,0.0,0,0,0,0,0,103,0,0,0,EG
8525,2007,07,15,2007-07-15,18:30:00,3,CO,8,49,52.0,0,0,0.005,0.0,39.08,-108.55,0.0,0.0,0,0,0,0,0,77,0,0,0,EG
