season,projection,precip
DJF,0,4.774032
DJF,1,3.505185
DJF,2,-5.8928227
DJF,3,-3.384359
DJF,4,10.743382
DJF,5,12.114618
DJF,6,-5.6038427
DJF,7,6.2560096
DJF,8,-3.291558
DJF,9,11.115706
DJF,10,-10.037658
DJF,11,15.338445
DJF,12,8.924344
DJF,13,7.2998056
DJF,14,3.2371721
DJF,15,11.000336
DJF,16,-3.458682
DJF,17,3.217178
DJF,18,3.8182263
DJF,19,3.6379879
DJF,20,10.9913225
DJF,21,8.434834
DJF,22,-3.4604332
DJF,23,8.394163
DJF,24,26.527225
DJF,25,3.0215268
DJF,26,15.744
DJF,27,3.3089943
DJF,28,3.7256646
DJF,29,5.2401657
DJF,30,-3.8521013
DJF,31,0.86061144
JJA,0,-19.717976
JJA,1,-4.812838
JJA,2,-8.543077
JJA,3,-12.537907
JJA,4,23.120419
JJA,5,-1.6684202
JJA,6,1.0388999
JJA,7,13.912317
JJA,8,-9.008571
JJA,9,5.871826
JJA,10,-11.336387
JJA,11,-3.3080418
JJA,12,1.5945094
JJA,13,15.464794
JJA,14,-1.850949
JJA,15,17.52278
JJA,16,4.680566
JJA,17,-15.82941
JJA,18,-9.432996
JJA,19,-9.153487
JJA,20,-1.37638
JJA,21,-5.0457535
JJA,22,-1.1421256
JJA,23,-6.045234
JJA,24,2.986429
JJA,25,26.685688
JJA,26,1.5505388
JJA,27,-6.7189007
JJA,28,4.251053
JJA,29,17.41187
JJA,30,-18.007357
JJA,31,-1.9430962
MAM,0,-5.050001
MAM,1,-8.342039
MAM,2,4.0234814
MAM,3,-2.7015939
MAM,4,0.95276207
MAM,5,9.934319
MAM,6,12.223313
MAM,7,2.576094
MAM,8,-5.560307
MAM,9,6.692712
MAM,10,3.7204075
MAM,11,8.905899
MAM,12,0.88695896
MAM,13,19.632826
MAM,14,4.651579
MAM,15,-7.704495
MAM,16,4.570366
MAM,17,-8.81233
MAM,18,-3.167605
MAM,19,-7.057644
MAM,20,-2.9925773
MAM,21,1.4076043
MAM,22,-7.6724105
MAM,23,25.422335
MAM,24,39.189976
MAM,25,16.538696
MAM,26,6.0159197
MAM,27,8.215179
MAM,28,-2.2750413
MAM,29,7.0520573
MAM,30,-17.97227
MAM,31,23.245855
SON,0,-17.565693
SON,1,-3.3176157
SON,2,-16.030813
SON,3,-13.80256
SON,4,12.525299
SON,5,1.4399998
SON,6,0.4280904
SON,7,-0.85167027
SON,8,-15.93059
SON,9,5.6394653
SON,10,10.744916
SON,11,1.1862645
SON,12,-1.5209235
SON,13,-5.631403
SON,14,0.6374795
SON,15,2.641211
SON,16,-5.1787252
SON,17,-17.036047
SON,18,-9.494744
SON,19,-8.320934
SON,20,-4.977652
SON,21,0.5633037
SON,22,-2.8754458
SON,23,-5.666647
SON,24,3.6307526
SON,25,4.3859124
SON,26,12.380412
SON,27,5.8263063
SON,28,-1.2666487
SON,29,3.5095704
SON,30,-13.079312
SON,31,31.82402
