season,projection,precip
DJF,0,-4.03519
DJF,1,-10.431268
DJF,2,-4.514715
DJF,3,-3.9307654
DJF,4,-3.075757
DJF,5,20.623854
DJF,6,2.9867969
DJF,7,-5.0345097
DJF,8,-5.780466
DJF,9,17.931475
DJF,10,-6.328119
DJF,11,17.350037
DJF,12,9.925186
DJF,13,9.913616
DJF,14,-3.5301976
DJF,15,6.865781
DJF,16,-2.4764485
DJF,17,-7.146088
DJF,18,4.6796246
DJF,19,22.46792
DJF,20,32.026062
DJF,21,-5.0066957
DJF,22,-7.4103274
DJF,23,-12.936248
DJF,24,0.36135808
DJF,25,-3.9281263
DJF,26,6.3516498
DJF,27,20.005432
DJF,28,15.01809
DJF,29,-3.2596037
DJF,30,-6.443331
DJF,31,18.153816
JJA,0,-9.989681
JJA,1,9.38185
JJA,2,-12.029195
JJA,3,-20.750624
JJA,4,28.714159
JJA,5,-2.2814095
JJA,6,-2.7132807
JJA,7,15.987624
JJA,8,-11.800458
JJA,9,12.17855
JJA,10,10.46604
JJA,11,-14.107564
JJA,12,6.0758424
JJA,13,-1.0034946
JJA,14,-12.149541
JJA,15,25.567059
JJA,16,-11.341313
JJA,17,-4.67312
JJA,18,-7.6583157
JJA,19,-14.359246
JJA,20,10.615309
JJA,21,-8.519792
JJA,22,-16.933231
JJA,23,4.441872
JJA,24,9.362549
JJA,25,34.05273
JJA,26,-14.449292
JJA,27,-15.400727
JJA,28,2.2756317
JJA,29,3.3912272
JJA,30,-23.1736
JJA,31,-14.550175
MAM,0,-9.040182
MAM,1,8.7464905
MAM,2,-2.3042593
MAM,3,-8.867028
MAM,4,-6.720978
MAM,5,2.5057917
MAM,6,10.043729
MAM,7,-16.9136
MAM,8,-8.747467
MAM,9,8.978566
MAM,10,-0.87563145
MAM,11,12.004942
MAM,12,8.882167
MAM,13,0.2824464
MAM,14,-0.65435404
MAM,15,-14.59959
MAM,16,-0.6602664
MAM,17,-17.651901
MAM,18,-3.5771303
MAM,19,-26.388588
MAM,20,-9.337437
MAM,21,-14.15157
MAM,22,-9.166238
MAM,23,5.5722723
MAM,24,15.469855
MAM,25,6.485462
MAM,26,-1.8801335
MAM,27,7.464711
MAM,28,-11.5117035
MAM,29,-4.880735
MAM,30,-14.449927
MAM,31,44.917423
SON,0,-25.108238
SON,1,3.0313077
SON,2,-15.633138
SON,3,-13.406435
SON,4,-4.622978
SON,5,-5.3721385
SON,6,-8.582928
SON,7,-6.4618735
SON,8,-5.817376
SON,9,7.4216447
SON,10,16.62147
SON,11,15.384327
SON,12,2.2941556
SON,13,-9.333409
SON,14,6.523694
SON,15,5.9400277
SON,16,5.8780203
SON,17,-5.027335
SON,18,-2.3929417
SON,19,-8.964884
SON,20,-0.5340639
SON,21,0.73574317
SON,22,-5.3033614
SON,23,4.759816
SON,24,24.883318
SON,25,-1.0539474
SON,26,4.4724903
SON,27,11.777594
SON,28,-13.192713
SON,29,6.380183
SON,30,-4.661911
SON,31,22.083029
